instance_id,repo,outcome,started,finished,elapsed_seconds,generation_trace_seconds,generation_status,patch_chars,residual_seconds,detailed_eval_report,patch_applied,fail_to_pass_success,fail_to_pass_failure,pass_to_pass_success,pass_to_pass_failure,prompt_tokens,completion_tokens,total_tokens,reasoning_tokens,cached_tokens,model_requests,model_responses,api_errors,inflight_requests,actions,checkpoints,reasoning_responses,usage_missing,reasoning_usage_present,cached_usage_present,length_responses,api_success_seconds,api_error_seconds,error_to_retry_gap_seconds,error_RateLimitError,error_BadGatewayError,all_roles_completed,final_review_started,revision_started,implementation_patch_available,final_equals_implementation,error_Timeout
matplotlib__matplotlib-25122,matplotlib/matplotlib,resolved,2026-09-18T17:56:14.503850+00:00,2026-09-18T18:13:24.651186+00:00,1030.147336,849.3074245089665,completed,1330,180.8399114910335,True,True,12,0,2476,0,813896,38781,852677,13142,663808,65,58,7,0,68,7,56,0,58,58,0,568.346740542911,11.622364002745599,32.004433060996234,7,,True,False,False,True,True,
matplotlib__matplotlib-25311,matplotlib/matplotlib,resolved,2026-09-18T18:13:24.653167+00:00,2026-09-18T18:35:56.800825+00:00,1352.147658,1206.5369353098795,completed_with_role_failures,2822,145.6107226901206,True,True,1,0,181,0,957413,51023,1008436,22694,771072,89,67,22,0,105,11,67,0,67,67,0,732.8609534450807,40.36794829322025,104.01511771697551,21,,False,False,True,True,True,1
matplotlib__matplotlib-25332,matplotlib/matplotlib,resolved,2026-09-18T18:35:56.802894+00:00,2026-09-18T18:58:38.961962+00:00,1362.159068,1206.9579812590964,completed_with_role_failures,1692,155.20108674090352,True,True,1,0,181,0,956326,43788,1000114,24604,780032,97,73,24,0,94,8,64,0,73,73,0,638.8159990757704,44.64564905036241,148.01594459172338,24,,False,False,True,True,True,
matplotlib__matplotlib-25775,matplotlib/matplotlib,resolved,2026-09-18T18:58:38.964099+00:00,2026-09-18T19:21:35.144009+00:00,1376.17991,1206.5954037578776,completed_with_role_failures,6935,169.58450624212242,True,True,7,0,89,0,1453259,35652,1488911,15357,1261824,122,84,38,0,125,6,80,0,84,84,0,616.9650393761694,68.02740582311526,228.02933685900643,37,,False,False,True,True,True,1
matplotlib__matplotlib-25960,matplotlib/matplotlib,resolved,2026-09-18T19:21:35.146193+00:00,2026-09-18T19:44:45.311057+00:00,1390.164864,1206.5713185458444,completed_with_role_failures,3021,183.59354545415567,True,True,1,0,137,0,1632337,53250,1685587,28457,1422848,104,71,33,0,96,7,68,0,71,71,0,688.1739162555896,74.18591915210709,152.02283729659393,32,,False,False,True,True,True,1
matplotlib__matplotlib-26113,matplotlib/matplotlib,resolved,2026-09-18T19:44:45.314386+00:00,2026-09-18T20:08:39.507222+00:00,1434.192836,1123.0706608030014,completed,1019,311.12217519699857,True,True,1,0,812,0,1002445,39986,1042431,15747,787968,112,70,42,0,88,12,66,0,70,70,0,548.0076766419224,61.629450764041394,208.037143567577,42,,True,True,True,True,True,
matplotlib__matplotlib-26208,matplotlib/matplotlib,unresolved,2026-09-18T20:08:39.509509+00:00,2026-09-18T20:33:19.676705+00:00,1480.167196,1206.4218424437568,completed_with_role_failures,2023,273.74535355624334,True,True,0,2,813,0,1012532,31995,1044527,17782,858112,93,68,25,0,96,6,63,0,68,68,0,519.2035103244707,37.83872757386416,120.02399797737598,24,,False,False,True,True,True,1
matplotlib__matplotlib-26291,matplotlib/matplotlib,resolved,2026-09-18T20:33:19.679329+00:00,2026-09-18T20:56:11.866523+00:00,1372.187194,1198.474366968032,completed,643,173.71282703196812,True,True,1,0,49,0,974107,44964,1019071,14106,754688,104,72,32,0,105,15,71,0,72,72,0,631.5856451774016,36.8709336691536,156.02938841609284,32,,True,True,True,True,True,
matplotlib__matplotlib-26466,matplotlib/matplotlib,unresolved,2026-09-18T20:56:11.869076+00:00,2026-09-18T21:19:20.113517+00:00,1388.244441,1205.5438328422606,completed_with_role_failures,574,182.70060815773945,True,True,0,1,100,0,1035591,35486,1071077,7034,840448,129,89,40,0,106,5,81,0,89,89,0,574.0515618203208,47.213262271136045,236.03249135427177,40,,False,True,True,True,True,
sphinx-doc__sphinx-10466,sphinx-doc/sphinx,resolved,2026-09-18T12:16:59.148240+00:00,2026-09-18T12:42:11.421561+00:00,1512.273321,1209.081974961795,completed_with_role_failures,657,303.191346038205,True,True,1,0,6,0,824224,25860,850084,13108,672256,106,63,42,1,78,8,57,0,63,63,0,605.048418471124,164.93203461775556,196.03226693486795,41,1,False,False,True,True,True,
sphinx-doc__sphinx-10614,sphinx-doc/sphinx,unresolved,2026-09-18T12:42:11.423713+00:00,2026-09-18T13:06:57.675561+00:00,1486.251848,1212.381019116845,completed_with_role_failures,1568,273.8708288831551,True,True,0,1,5,0,997213,24929,1022142,17221,871936,95,54,41,0,65,3,51,0,54,54,0,655.768689868506,203.33515469450504,196.45799959311262,39,1,False,False,False,True,True,1
sphinx-doc__sphinx-10673,sphinx-doc/sphinx,unresolved,2026-09-18T13:06:57.677346+00:00,2026-09-18T13:31:47.977114+00:00,1490.299768,1211.293891575653,completed_with_role_failures,3206,279.005876424347,True,True,0,1,9,0,1180064,24816,1204880,13125,1031936,81,62,18,1,103,5,59,0,62,62,0,626.9735353514552,177.33518274361268,72.0203022765927,16,2,False,False,False,True,True,
sphinx-doc__sphinx-11445,sphinx-doc/sphinx,resolved,2026-09-18T13:31:47.978530+00:00,2026-09-18T13:57:30.293314+00:00,1542.314784,1208.420370733831,completed_with_role_failures,414,333.89441326616884,True,True,2,0,8,0,941784,41720,983504,15197,753920,91,70,21,0,91,7,69,0,70,70,0,748.6379495393485,83.57642535259947,92.02247729990631,19,1,False,False,True,True,True,1
sphinx-doc__sphinx-11510,sphinx-doc/sphinx,unresolved,2026-09-18T13:57:30.296165+00:00,2026-09-18T14:20:54.662229+00:00,1404.366064,1210.5508799552917,completed_with_role_failures,8611,193.8151840447083,True,True,1,1,7,0,1399144,34210,1433354,21101,1214720,84,68,16,0,107,5,60,0,68,68,0,784.9593732422218,43.687647389713675,64.02031576866284,15,,False,False,False,True,True,1
sphinx-doc__sphinx-7440,sphinx-doc/sphinx,resolved,2026-09-18T14:20:54.663532+00:00,2026-09-18T14:44:02.814909+00:00,1388.151377,1209.6816723756492,completed_with_role_failures,1431,178.4697046243507,True,True,1,0,12,0,1204081,24396,1228477,11227,1030656,74,64,10,0,105,6,63,0,64,64,0,854.8492113687098,96.13030896428972,36.00811065733433,9,,False,False,False,True,True,1
sphinx-doc__sphinx-7590,sphinx-doc/sphinx,unresolved,2026-09-18T14:44:02.816276+00:00,2026-09-18T15:07:00.970174+00:00,1378.153898,1204.675081867259,completed_with_role_failures,3418,173.47881613274103,True,True,0,1,24,0,1163217,30975,1194192,15214,1018112,84,66,18,0,97,6,57,0,66,66,0,778.8190273949876,109.76363023649901,92.01311552524567,18,,False,False,False,True,True,
sphinx-doc__sphinx-7748,sphinx-doc/sphinx,unresolved,2026-09-18T15:07:00.972314+00:00,2026-09-18T15:29:55.141130+00:00,1374.168816,1209.1329011367634,completed_with_role_failures,2728,165.0359148632367,True,True,0,2,12,0,1305553,43486,1349039,24266,1114624,86,78,8,0,96,6,70,0,78,78,0,945.0382458302192,36.0573388626799,28.00584597280249,7,,False,False,False,True,True,1
sphinx-doc__sphinx-7889,sphinx-doc/sphinx,resolved,2026-09-18T15:29:55.142919+00:00,2026-09-18T15:52:55.359024+00:00,1380.216105,1206.5928240618668,completed_with_role_failures,664,173.62328093813312,True,True,1,0,5,0,905428,50541,955969,29505,706048,75,67,8,0,92,13,66,0,67,67,0,902.5733872004785,25.159402527846396,28.005116064101458,7,,False,True,True,True,True,1
sphinx-doc__sphinx-7985,sphinx-doc/sphinx,unresolved,2026-09-18T15:52:55.361257+00:00,2026-09-18T16:16:31.633297+00:00,1416.27204,1210.29795388598,completed_with_role_failures,3298,205.9740861140201,True,True,0,2,2,1,1135055,32027,1167082,17052,980224,60,55,5,0,76,6,54,0,55,55,0,758.2671300619841,105.39807870611548,24.003902818541974,4,1,False,False,False,True,True,
sphinx-doc__sphinx-8035,sphinx-doc/sphinx,resolved,2026-09-18T16:16:31.636782+00:00,2026-09-18T16:39:33.822463+00:00,1382.185681,1210.3623174508102,completed_with_role_failures,2640,171.8233635491897,True,True,1,0,2,0,1617211,40130,1657341,23107,1425408,75,64,10,1,88,4,64,0,64,64,0,912.759906035848,30.321765043307096,56.01145438151434,10,,False,False,False,True,True,
sphinx-doc__sphinx-8056,sphinx-doc/sphinx,resolved,2026-09-18T16:39:33.826228+00:00,2026-09-18T17:02:34.007144+00:00,1380.180916,1207.0601425138302,completed_with_role_failures,1227,173.1207734861698,True,True,1,0,40,0,1332526,35993,1368519,13635,1128704,102,85,17,0,117,12,77,0,85,85,0,833.0704384539276,48.95366215799004,68.01204240648076,16,,False,False,True,True,True,1
sphinx-doc__sphinx-8120,sphinx-doc/sphinx,resolved,2026-09-18T17:02:34.009513+00:00,2026-09-18T17:25:18.167363+00:00,1364.15785,1206.5133570469916,completed_with_role_failures,714,157.64449295300847,True,True,1,0,44,0,1457445,38148,1495593,13851,1241856,110,93,17,0,117,9,86,0,93,93,0,815.4690759871155,49.3627764522098,72.01101225567982,17,,False,False,True,True,True,
sphinx-doc__sphinx-8265,sphinx-doc/sphinx,resolved,2026-09-18T17:25:18.169808+00:00,2026-09-18T17:47:46.313561+00:00,1348.143753,1206.3451631409116,completed_with_role_failures,1489,141.79858985908845,True,True,1,0,22,0,1235781,37925,1273706,18385,1032704,110,78,32,0,109,9,74,0,78,78,0,715.8346624867991,67.78251959849149,184.02572873514146,32,,False,False,True,True,False,
sphinx-doc__sphinx-8269,sphinx-doc/sphinx,unresolved,2026-09-18T17:47:46.317082+00:00,2026-09-18T18:10:16.475360+00:00,1350.158278,1198.84598723799,completed,16042,151.3122907620102,True,True,1,0,2,3,1136682,43687,1180369,17455,863232,89,69,20,0,88,12,69,0,69,69,0,642.7044028802775,37.38407080247998,84.0145102343522,20,,True,True,True,True,False,
sphinx-doc__sphinx-8459,sphinx-doc/sphinx,resolved,2026-09-18T18:10:16.477458+00:00,2026-09-18T18:32:44.638974+00:00,1348.161516,1205.6902830251493,completed_with_role_failures,763,142.47123297485064,True,True,1,0,17,0,1205006,45583,1250589,20530,990464,112,82,30,0,100,11,69,0,82,82,0,748.2718348684721,78.36378171015531,140.02482619183138,30,,False,True,True,True,True,
sphinx-doc__sphinx-8475,sphinx-doc/sphinx,unresolved,2026-09-18T18:32:44.640952+00:00,2026-09-18T18:55:14.802982+00:00,1350.16203,1206.647196504753,completed_with_role_failures,1068,143.51483349524688,True,True,1,0,14,3,1337846,33556,1371402,12648,1122048,138,87,51,0,115,9,81,0,87,87,0,613.806469945237,85.30012735165656,260.0336161297746,50,,False,False,True,True,True,1
sphinx-doc__sphinx-8548,sphinx-doc/sphinx,unresolved,2026-09-18T18:55:14.805157+00:00,2026-09-18T19:18:02.974856+00:00,1368.169699,1207.014854497742,completed_with_role_failures,3263,161.15484450225813,True,True,1,0,4,1,2273194,42730,2315924,22401,2033152,128,91,37,0,122,8,89,0,91,91,0,701.306424730923,64.03638531314209,176.02654896955937,37,,False,False,True,True,True,
sphinx-doc__sphinx-8551,sphinx-doc/sphinx,resolved,2026-09-18T19:18:02.978304+00:00,2026-09-18T19:40:59.159557+00:00,1376.181253,1210.1318628112786,completed_with_role_failures,56469,166.04939018872142,True,True,1,0,32,0,1472034,45203,1517237,22848,1280256,133,94,39,0,108,10,87,0,94,94,0,732.6067063361406,49.970657783560455,184.02985462080687,39,,False,False,False,True,True,
sphinx-doc__sphinx-8595,sphinx-doc/sphinx,resolved,2026-09-18T19:40:59.162449+00:00,2026-09-18T20:04:25.347738+00:00,1406.185289,1211.046467369888,completed_with_role_failures,1088,195.13882163011203,True,True,1,0,0,0,1575795,38466,1614261,13843,1358080,132,86,46,0,114,7,82,0,86,86,0,632.1524355402216,88.97359625110403,228.0338787646033,45,,False,False,False,True,True,1
sphinx-doc__sphinx-8621,sphinx-doc/sphinx,resolved,2026-09-18T20:04:25.350737+00:00,2026-09-18T20:27:21.543881+00:00,1376.193144,1207.2372250570916,completed_with_role_failures,531,168.9559189429085,True,True,2,0,31,0,1701683,58671,1760354,28959,1400832,104,84,20,0,100,10,82,0,84,84,0,807.7737955693156,31.96116806054488,92.0174007746391,20,,False,False,True,True,True,
sphinx-doc__sphinx-8638,sphinx-doc/sphinx,unresolved,2026-09-18T20:27:21.547232+00:00,2026-09-18T20:50:15.716334+00:00,1374.169102,1207.4324708660133,completed_with_role_failures,791,166.73663113398675,True,True,0,1,34,0,1547595,37166,1584761,13877,1317888,130,86,44,0,114,8,80,0,86,86,0,678.8554767938331,62.55352511443198,216.03373740194365,43,,False,False,True,True,True,1
sphinx-doc__sphinx-8721,sphinx-doc/sphinx,resolved,2026-09-18T20:50:15.719227+00:00,2026-09-18T21:13:51.941006+00:00,1416.221779,1202.302075452637,completed_with_role_failures,544,213.91970354736304,True,True,1,0,3,0,1348973,42840,1391813,14000,1116160,118,80,38,0,111,9,74,0,80,80,0,648.1124823465943,62.517738909926265,188.02944804169238,37,1,False,False,True,True,True,
sphinx-doc__sphinx-9229,sphinx-doc/sphinx,empty_patch,2026-09-18T21:13:51.944571+00:00,2026-09-18T21:35:42.150599+00:00,1310.206028,1205.7664973852225,completed_with_role_failures,0,104.4395306147776,False,,,,,,1622176,43517,1665693,17487,1383168,124,97,27,0,141,10,86,0,97,97,0,690.9112711283378,45.72311202948913,156.01997119840235,25,1,False,True,True,True,True,1
sphinx-doc__sphinx-9258,sphinx-doc/sphinx,resolved,2026-09-18T21:35:42.153622+00:00,2026-09-18T21:58:40.343845+00:00,1378.190223,1209.1865613372065,completed_with_role_failures,656,169.00366166279355,True,True,1,0,45,0,1841711,37088,1878799,15113,1624576,124,96,28,0,135,8,92,0,96,96,0,712.1162712094374,65.76206010580063,136.0233938493766,26,1,False,False,False,True,True,1
sphinx-doc__sphinx-9281,sphinx-doc/sphinx,resolved,2026-09-18T21:58:40.351493+00:00,2026-09-18T22:19:30.553129+00:00,1250.201636,1099.6290181279182,completed,507,150.57261787208176,True,True,1,0,38,0,1113612,44137,1157749,18647,880896,103,85,18,0,119,13,83,0,85,85,0,660.3847423256375,31.610786105971783,76.01325271604583,17,1,True,True,True,True,True,
sphinx-doc__sphinx-9320,sphinx-doc/sphinx,empty_patch,2026-09-18T22:19:30.570988+00:00,2026-09-18T22:41:10.971395+00:00,1300.400407,1228.7457148842514,completed_with_role_failures,0,71.65469211574873,False,,,,,,144725,6007,150732,3524,108032,16,16,0,0,25,1,14,0,16,16,0,96.69991793017834,0,0,,,False,False,False,False,,
sphinx-doc__sphinx-9367,sphinx-doc/sphinx,resolved,2026-09-18T22:41:10.976623+00:00,2026-09-18T22:58:55.122773+00:00,1064.14615,904.557239741087,completed,564,159.58891025891307,True,True,1,0,25,0,928812,42152,970964,18325,707072,81,69,12,0,89,13,68,0,69,69,0,593.1004462661222,20.209492545574903,64.0077217714861,12,,True,True,True,True,True,
sphinx-doc__sphinx-9461,sphinx-doc/sphinx,unresolved,2026-09-18T22:58:55.125554+00:00,2026-09-18T23:21:11.269600+00:00,1336.144046,1205.8991890428588,completed_with_role_failures,3961,130.2448569571411,True,True,2,1,59,0,2847156,48136,2895292,19266,2552576,132,115,17,0,149,7,103,0,115,115,0,809.0748729398474,29.66215710202232,72.0106308227405,16,,False,False,True,True,True,1
sphinx-doc__sphinx-9591,sphinx-doc/sphinx,resolved,2026-09-18T23:21:11.273907+00:00,2026-09-18T23:42:21.409246+00:00,1270.135339,1128.2411195719615,completed,517,141.89421942803847,True,True,1,0,44,0,1489413,36211,1525624,13179,1239808,128,103,25,0,146,10,92,0,103,103,0,653.92384451814,46.507747407536954,112.01639091270044,24,1,True,True,True,True,True,
sphinx-doc__sphinx-9602,sphinx-doc/sphinx,unresolved,2026-09-18T23:42:21.412107+00:00,2026-09-19T00:04:51.557513+00:00,1350.145406,1205.3557070679963,completed_with_role_failures,802,144.78969893200383,True,True,0,1,45,0,1830210,51177,1881387,15645,1517312,119,93,26,0,127,10,90,0,93,93,0,769.4480089521967,36.06799611914903,112.01701061241329,26,,False,True,True,True,True,
sphinx-doc__sphinx-9658,sphinx-doc/sphinx,unresolved,2026-09-19T00:04:51.560410+00:00,2026-09-19T00:27:01.687650+00:00,1330.12724,1205.7178564709611,completed_with_role_failures,1379,124.4093835290389,True,True,0,1,24,0,1905189,52583,1957772,24297,1627136,115,86,29,0,126,9,83,0,86,86,0,743.359948176425,62.14044622378424,140.01955301547423,26,3,False,False,True,True,True,
sphinx-doc__sphinx-9698,sphinx-doc/sphinx,resolved,2026-09-19T00:27:01.690689+00:00,2026-09-19T00:49:11.820879+00:00,1330.13019,1205.1939733591862,completed_with_role_failures,620,124.93621664081388,True,True,1,0,45,0,1540018,42096,1582114,13534,1282048,115,93,22,0,123,11,89,0,93,93,0,755.149929842446,69.48516626562923,104.0147629478015,21,1,False,True,True,True,True,
sympy__sympy-12489,sympy/sympy,unresolved,2026-09-18T12:16:59.148958+00:00,2026-09-18T12:42:09.450495+00:00,1510.301537,1214.6586846872233,completed_with_role_failures,88306,295.64285231277677,True,True,0,1,4,4,1039140,27240,1066380,10163,901632,107,61,46,0,77,5,60,0,61,61,0,599.7641967241652,131.21316115744412,260.0416569923982,46,,False,False,False,True,True,
sympy__sympy-13031,sympy/sympy,empty_patch,2026-09-18T12:42:09.451886+00:00,2026-09-18T13:04:25.674160+00:00,1336.222274,1205.884664800018,completed_with_role_failures,0,130.3376091999819,False,,,,,,544431,32320,576751,15364,399104,96,51,45,0,66,7,50,0,51,51,0,610.814320307225,149.82341908011585,252.03145117452368,45,,False,False,True,True,True,
sympy__sympy-13615,sympy/sympy,resolved,2026-09-18T13:04:25.675511+00:00,2026-09-18T13:31:40.106879+00:00,1634.431368,1209.56452217279,completed_with_role_failures,823,424.86684582721,True,True,1,0,70,0,877248,32225,909473,18390,730624,83,68,15,0,90,5,64,0,68,68,0,634.6060304758139,120.58916392084211,56.02051018923521,13,1,False,False,False,True,True,1
sympy__sympy-13757,sympy/sympy,resolved,2026-09-18T13:31:40.108357+00:00,2026-09-18T13:57:30.416367+00:00,1550.30801,1210.1039829878137,completed_with_role_failures,388,340.2040270121863,True,True,1,0,166,0,1086905,38702,1125607,15295,910592,96,79,17,0,98,12,76,0,79,79,0,743.7596214618534,60.46193947363645,76.01360738417134,17,,False,False,True,True,True,
sympy__sympy-13798,sympy/sympy,unresolved,2026-09-18T13:57:30.417862+00:00,2026-09-18T14:19:54.694969+00:00,1344.277107,1165.3119403142482,completed,1195,178.96516668575168,True,True,0,1,102,0,788654,37505,826159,16616,587264,87,65,22,0,88,13,63,0,65,65,0,644.7582841203548,66.58115575369447,108.02127106534317,22,,True,True,True,True,True,
sympy__sympy-13852,sympy/sympy,unresolved,2026-09-18T14:19:54.696983+00:00,2026-09-18T14:42:34.854905+00:00,1360.157922,1208.522876067087,completed_with_role_failures,19134,151.63504593291304,True,True,0,1,4,0,1363898,37856,1401754,22802,1190144,65,60,5,0,87,5,59,0,60,60,0,939.1643774863333,38.04304422996938,20.00259644119069,4,,False,False,False,True,True,1
sympy__sympy-13877,sympy/sympy,resolved,2026-09-18T14:42:34.856183+00:00,2026-09-18T15:05:44.990989+00:00,1390.134806,1205.4892154349945,completed_with_role_failures,568,184.64559056500548,True,True,1,0,110,0,1119209,43422,1162631,18922,887808,83,69,14,0,89,15,68,0,69,69,0,788.2696579922922,66.15060090553015,52.008199982345104,12,1,False,True,True,True,True,1
sympy__sympy-13878,sympy/sympy,resolved,2026-09-18T15:05:44.992779+00:00,2026-09-18T15:28:51.157346+00:00,1386.164567,1209.8607399431057,completed_with_role_failures,5368,176.3038270568943,True,True,1,0,19,0,1620590,30827,1651417,14175,1464320,65,59,6,0,93,3,57,0,59,59,0,689.3929550899193,30.510432665236294,20.003731805831194,5,,False,False,False,True,True,1
sympy__sympy-13974,sympy/sympy,resolved,2026-09-18T15:28:51.160084+00:00,2026-09-18T15:51:55.372689+00:00,1384.212605,1207.0848653046414,completed_with_role_failures,982,177.1277396953585,True,True,1,0,4,0,1304961,46209,1351170,22996,1096448,77,70,6,1,88,4,65,0,70,70,0,905.5862057483755,16.21714117983356,24.004605336580426,6,,False,False,True,True,True,
sympy__sympy-14248,sympy/sympy,unresolved,2026-09-18T15:51:55.374404+00:00,2026-09-18T16:15:59.611032+00:00,1444.236628,1210.3537006592378,completed_with_role_failures,6078,233.8829273407623,True,True,2,0,431,2,1285490,40412,1325902,19268,1116160,81,74,7,0,99,5,70,0,74,74,0,822.3570737079717,85.74272608524188,24.004360959865153,5,1,False,False,False,True,True,1
sympy__sympy-14711,sympy/sympy,resolved,2026-09-18T16:15:59.613014+00:00,2026-09-18T16:34:27.768852+00:00,1108.155838,963.5404205308296,completed,433,144.61541746917032,True,True,1,0,2,0,746726,29534,776260,11468,558848,79,64,15,0,90,11,64,0,64,64,0,557.3347657462582,38.923052033409476,60.012071249075234,15,,True,True,True,True,True,
sympy__sympy-15349,sympy/sympy,resolved,2026-09-18T16:34:27.771056+00:00,2026-09-18T16:55:01.929703+00:00,1234.158647,1095.8228942831047,completed,471,138.33575271689529,True,True,1,0,3,0,878475,42682,921157,18598,681216,80,68,12,0,89,8,65,0,68,68,0,753.1550456024706,43.17418170860037,56.0081382333301,11,1,True,True,True,True,True,
sympy__sympy-15599,sympy/sympy,resolved,2026-09-18T16:55:01.931854+00:00,2026-09-18T17:17:40.102410+00:00,1358.170556,1209.4528687619604,completed_with_role_failures,744,148.71768723803962,True,True,1,0,80,0,1443286,55106,1498392,38041,1260288,88,66,22,0,67,1,62,0,66,66,0,883.0898789190687,70.88461387576535,96.01596652204171,21,,False,False,False,True,True,1
sympy__sympy-15809,sympy/sympy,resolved,2026-09-18T17:17:40.104629+00:00,2026-09-18T17:40:14.252819+00:00,1354.14819,1206.2782788202167,completed_with_role_failures,1662,147.86991117978346,True,True,2,0,10,0,841354,27554,868908,10830,666368,96,71,25,0,96,9,68,0,71,71,0,637.5758547335863,75.58305153250694,120.0170724852942,24,,False,False,True,True,False,1
sympy__sympy-16450,sympy/sympy,resolved,2026-09-18T17:40:14.255200+00:00,2026-09-18T18:05:32.417572+00:00,1518.162372,1205.4771047472022,completed_with_role_failures,541,312.68526725279776,True,True,1,0,38,0,1049212,41804,1091016,16287,849152,105,81,24,0,107,9,74,0,81,81,0,707.7319899983704,83.2962947790511,96.01533633237705,22,1,False,True,True,True,True,1
sympy__sympy-16597,sympy/sympy,unresolved,2026-09-18T18:05:32.420543+00:00,2026-09-18T18:28:16.578712+00:00,1364.158169,1206.943343293853,completed_with_role_failures,386,157.21482570614694,True,True,0,3,74,0,1209832,38014,1247846,21223,1011200,118,89,29,0,115,9,84,0,89,89,0,736.8080077478662,65.79222447331995,116.01926130848005,28,,False,False,True,True,True,1
sympy__sympy-16792,sympy/sympy,resolved,2026-09-18T18:28:16.583605+00:00,2026-09-18T18:50:40.740150+00:00,1344.156545,1202.918705577962,completed_with_role_failures,3006,141.23783942203795,True,True,1,0,54,0,1479804,37672,1517476,11451,1279488,126,91,35,0,107,9,83,0,91,91,0,707.5171999218874,67.5865045459941,172.0242255567573,35,,False,False,True,True,True,
sympy__sympy-17139,sympy/sympy,resolved,2026-09-18T18:50:40.742206+00:00,2026-09-18T19:16:28.942053+00:00,1548.199847,1205.9470291361213,completed_with_role_failures,397,342.2528178638788,True,True,2,0,67,0,1245298,47364,1292662,18784,985088,111,80,31,0,106,14,74,0,80,80,0,704.7880764896981,41.167053741868585,160.0214758827351,30,,False,True,True,True,True,1
sympy__sympy-17318,sympy/sympy,unresolved,2026-09-18T19:16:28.944300+00:00,2026-09-18T19:38:53.129921+00:00,1344.185621,1163.2469425033778,completed,489,180.9386784966223,True,True,0,1,10,0,957038,41951,998989,15908,760832,111,74,37,0,99,11,70,0,74,74,0,632.3503314959817,65.77028026431799,168.0233433819376,36,1,True,True,True,True,True,
sympy__sympy-17630,sympy/sympy,unresolved,2026-09-18T19:38:53.132817+00:00,2026-09-18T20:01:57.336368+00:00,1384.203551,1206.580046787858,completed_with_role_failures,45645,177.62350421214205,True,True,1,1,19,0,1402821,48421,1451242,24913,1202944,108,74,34,0,101,8,73,0,74,74,0,687.3752616439015,55.87006399128586,140.02662416128442,34,,False,False,True,True,True,
sympy__sympy-17655,sympy/sympy,resolved,2026-09-18T20:01:57.340709+00:00,2026-09-18T20:25:09.551388+00:00,1392.210679,1209.524772584904,completed_with_role_failures,1856,182.68590641509604,True,True,2,0,9,0,1375110,39931,1415041,22568,1199360,92,79,13,0,109,5,72,0,79,79,0,626.5084619834088,17.584600793663412,100.01062308903784,13,,False,False,False,True,True,
sympy__sympy-18199,sympy/sympy,unresolved,2026-09-18T20:25:09.554984+00:00,2026-09-18T20:50:53.723640+00:00,1544.168656,1208.8299406939186,completed_with_role_failures,509,335.33871530608144,True,True,0,1,113,0,1310868,43258,1354126,18826,1137920,136,89,47,0,101,2,84,0,89,89,0,655.7957995450124,77.14346061181277,236.0357863502577,46,,False,False,False,True,True,1
sympy__sympy-18698,sympy/sympy,resolved,2026-09-18T20:50:53.725902+00:00,2026-09-18T21:14:39.939721+00:00,1426.213819,1207.6390308747068,completed_with_role_failures,2238,218.57478812529325,True,True,1,0,147,0,1082406,47334,1129740,27796,907776,101,63,37,1,84,8,57,0,63,63,0,598.3587699355558,48.65357848536223,172.03600591095164,37,,False,False,True,True,True,
sympy__sympy-18763,sympy/sympy,unresolved,2026-09-18T21:14:39.942621+00:00,2026-09-18T21:37:10.154149+00:00,1350.211528,1138.0384718519635,completed,535,212.1730561480365,True,True,0,1,141,0,1082268,41151,1123419,16713,877056,115,85,30,0,102,11,83,0,85,85,0,664.8862461368553,37.40060734888539,144.02178572444245,30,,True,True,True,True,True,
sympy__sympy-19040,sympy/sympy,resolved,2026-09-18T21:37:10.157091+00:00,2026-09-18T22:00:34.354677+00:00,1404.197586,1206.8044620612636,completed_with_role_failures,712,197.39312393873638,True,True,1,0,148,0,1914678,53133,1967811,27072,1698816,114,99,15,0,118,8,93,0,99,99,0,788.3111861944199,58.008374493569136,72.01056383503601,13,1,False,False,True,True,True,1
sympy__sympy-19346,sympy/sympy,resolved,2026-09-18T22:00:34.358573+00:00,2026-09-18T22:21:36.555642+00:00,1262.197069,1111.7756051449105,completed,1232,150.42146385508954,True,True,1,0,40,0,1117006,40198,1157204,15609,909056,108,88,20,0,130,10,85,0,88,88,0,663.3196450350806,20.090403305832297,88.01478208135813,20,,True,True,True,True,True,
sympy__sympy-19495,sympy/sympy,resolved,2026-09-18T22:21:36.559251+00:00,2026-09-18T22:44:05.001223+00:00,1348.441972,1196.1828766362742,completed,521,152.25909536372592,True,True,1,0,8,0,1462622,61856,1524478,36250,1185536,94,94,0,0,111,11,82,0,94,94,0,815.7269522817805,0,0,,,True,True,True,True,True,
sympy__sympy-19637,sympy/sympy,resolved,2026-09-18T22:44:05.005746+00:00,2026-09-18T23:06:27.176642+00:00,1342.170896,1191.3863585521467,completed_with_role_failures,411,150.78453744785338,True,True,1,0,40,0,1341748,56627,1398375,25013,1082368,112,93,19,0,109,16,87,0,93,93,0,739.9865389578044,28.485091445501894,124.01272025611252,19,,False,True,True,True,True,
sympy__sympy-19783,sympy/sympy,resolved,2026-09-18T23:06:27.180072+00:00,2026-09-18T23:28:39.313976+00:00,1332.133904,1195.721895438619,completed,1059,136.41200856138107,True,True,2,0,9,0,1013492,45379,1058871,22964,816128,108,84,24,0,104,11,82,0,84,84,0,675.6714413166046,30.99452920211479,148.0182957178913,24,,True,True,True,True,True,
