instance_id,repo,outcome,phase,exit_status,verdict,phase_started,observed_phase_seconds,prompt_tokens,completion_tokens,total_tokens,reasoning_tokens,cached_tokens,model_requests,model_responses,api_errors,inflight_requests,actions,checkpoints,reasoning_responses,usage_missing,reasoning_usage_present,cached_usage_present,length_responses,api_success_seconds,api_error_seconds,error_to_retry_gap_seconds,error_RateLimitError,worker_finished_seconds,error_BadGatewayError,error_Timeout
django__django-12754,django/django,resolved,review,Submitted,unverified,True,340.6175718540326,440735,20649,461384,7798,368896,28,26,2,0,31,6,24,0,26,26,0,249.40544621739537,6.22002680413425,8.001264941878617,2,333.0695718182251,,
django__django-12754,django/django,resolved,revision,PhaseTimeout,,True,100.42147406702861,102417,3410,105827,591,72192,10,9,1,0,13,1,9,0,9,9,0,58.89379954151809,6.6952332756482065,0,,,,1
django__django-12754,django/django,resolved,final_review,BudgetExhausted,unverified,False,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
django__django-13012,django/django,resolved,analysis,Submitted,,True,252.25323077710345,208914,6323,215237,1532,163840,26,20,6,0,31,3,19,0,20,20,0,123.5362683897838,4.5032735308632255,68.00382684310898,6,246.50084949983284,,
django__django-13012,django/django,resolved,implementation,Submitted,,True,180.94429532065988,166389,5153,171542,1058,132352,24,16,8,0,21,2,15,0,16,16,0,96.20184828760102,8.069886612240225,36.005212780088186,8,174.71518064290285,,
django__django-13012,django/django,resolved,review,Submitted,unverified,True,315.7075291504152,431230,14646,445876,3591,369408,31,29,2,0,33,3,28,0,29,29,0,246.88706570584327,1.441577086225152,8.001159244216979,2,309.33171135000885,,
django__django-13012,django/django,resolved,revision,Submitted,,True,155.5165249221027,184696,6253,190949,1439,145920,18,13,5,0,17,2,11,0,13,13,0,94.05996527522802,5.4512746296823025,24.0034857573919,5,149.41790731810033,,
django__django-13012,django/django,resolved,final_review,Submitted,unverified,True,99.51342465914786,114798,4713,119511,1197,79616,10,8,2,0,12,2,8,0,8,8,0,62.27238032175228,2.16408412437886,8.001157971099019,2,93.43012041784823,,
django__django-13023,django/django,resolved,analysis,Submitted,,True,256.881547476165,216470,6949,223419,2942,176640,31,23,8,0,37,2,20,0,23,23,0,144.80603085365146,9.108417530544102,40.00493188435212,8,250.97637489624321,,
django__django-13023,django/django,resolved,implementation,Submitted,,True,196.08965569222346,140555,6086,146641,806,113664,25,15,10,0,20,2,15,0,15,15,0,102.36913559399545,9.132601387798786,40.00648385891691,10,189.41254119528458,,
django__django-13023,django/django,resolved,review,Submitted,unverified,True,297.4810463041067,366465,11888,378353,5003,311040,33,28,5,0,32,4,27,0,28,28,0,204.59031757107005,7.600437137763947,20.003345667384565,5,291.14106373908,,
django__django-13023,django/django,resolved,revision,Submitted,,True,107.96992329927161,124183,4312,128495,999,93696,10,10,0,0,12,2,10,0,10,10,0,79.25153636559844,0,0,,101.10524765588343,,
django__django-13023,django/django,resolved,final_review,Submitted,unverified,True,107.97455090470612,137643,6463,144106,2342,98560,10,9,1,0,11,3,9,0,9,9,0,76.40143890911713,1.0769036649726331,4.000616546254605,1,101.5983019261621,,
django__django-13112,django/django,resolved,analysis,ReadOnlyViolation,,True,305.1019299160689,507441,13261,520702,7308,435968,31,29,2,0,44,3,27,0,29,29,0,209.74814482126385,14.04983508726582,8.001584914512932,2,299.14304395439103,,
django__django-13112,django/django,resolved,implementation,Submitted,,True,488.4731900752522,835967,15249,851216,4159,754432,59,44,15,0,59,2,39,0,44,44,0,293.7440783167258,15.350665821228176,76.00983533728868,15,482.4025927162729,,
django__django-13112,django/django,resolved,review,Submitted,unverified,True,194.86252001905814,197237,8340,205577,3119,156416,20,17,3,0,22,1,15,0,17,17,0,125.28923936933279,2.8918740674853325,12.001919709611684,3,187.7485849186778,,
django__django-13112,django/django,resolved,revision,Submitted,,True,150.29702680418268,235698,7463,243161,2427,185856,14,13,1,0,16,2,13,0,13,13,0,108.98035399522632,1.6115130987018347,4.000712983310223,1,143.4117787978612,,
django__django-13112,django/django,resolved,final_review,PhaseTimeout,unverified,True,17.716338648926467,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,8.112260720226914,0,,,,1
django__django-13121,django/django,resolved,analysis,LimitsExceeded,,True,396.0097607844509,342949,10949,353898,4550,296960,47,30,17,0,43,3,26,0,30,30,0,222.82288306299597,28.695907331071794,76.01076310919598,17,390.3037524269894,,
django__django-13121,django/django,resolved,implementation,Submitted,,True,421.7461594371125,566438,16403,582841,7518,501248,49,35,14,0,42,3,32,0,35,35,0,247.83681240631267,20.44607551768422,72.00904278317466,13,415.6506543504074,1,
django__django-13121,django/django,resolved,review,Submitted,unverified,True,222.689025899861,329542,10268,339810,4379,274432,23,23,0,0,32,2,22,0,23,23,0,162.87963764276356,0,0,,216.7524840598926,,
django__django-13121,django/django,resolved,revision,Submitted,,True,114.92665367666632,143528,4543,148071,982,107008,11,10,1,0,17,3,9,0,10,10,0,75.55933927046135,1.8711807345971465,4.000624865293503,1,108.83082152623683,,
django__django-13121,django/django,resolved,final_review,PhaseError,unverified,False,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
django__django-13128,django/django,resolved,analysis,Submitted,,True,346.20350648090243,365487,9792,375279,5314,307968,39,28,11,0,36,2,27,0,28,28,0,179.93661829829216,17.172169682569802,88.00762605527416,11,340.7789876158349,,
django__django-13128,django/django,resolved,implementation,Submitted,,True,404.4556461670436,724641,16153,740794,8704,652288,43,36,7,0,51,2,32,0,36,36,0,279.0877809356898,10.114480771124363,32.0045663844794,7,398.3534040558152,,
django__django-13128,django/django,resolved,review,Submitted,unverified,True,327.92318852012977,232422,9333,241755,3322,183552,23,18,5,0,31,2,17,0,18,18,0,213.92621022183448,32.89118223218247,24.00301861250773,4,322.0149982208386,1,
django__django-13128,django/django,resolved,revision,PhaseTimeout,,True,92.5307066552341,59929,2741,62670,838,32000,6,5,1,0,7,1,4,0,5,5,0,35.80752064427361,36.06729752290994,0,,,,1
django__django-13128,django/django,resolved,final_review,BudgetExhausted,unverified,False,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
django__django-13158,django/django,resolved,analysis,Submitted,,True,231.2419903879054,317962,10571,328533,3436,265472,24,24,0,0,35,2,22,0,24,24,0,168.2547851628624,0,0,,225.78504566894844,,
django__django-13158,django/django,resolved,implementation,Submitted,,True,296.84153356589377,359112,7226,366338,1980,314368,30,29,1,0,36,2,29,0,29,29,0,201.77239420916885,20.130901600699872,4.000790445134044,,290.7062942069024,1,
django__django-13158,django/django,resolved,review,Submitted,unverified,True,367.33981380984187,492046,20031,512077,8434,422400,30,30,0,0,42,4,26,0,30,30,0,294.3715910310857,0,0,,360.84228351758793,,
django__django-13158,django/django,resolved,revision,Submitted,,True,166.4107961729169,180055,5638,185693,1284,138752,12,12,0,0,17,2,11,0,12,12,0,113.33422296168283,0,0,,160.4458181252703,,
django__django-13158,django/django,resolved,final_review,Submitted,unverified,True,60.90448727598414,70955,2959,73914,494,40192,5,5,0,0,6,2,5,0,5,5,0,42.99786412483081,0,0,,54.89709042524919,,
django__django-13297,django/django,resolved,analysis,Submitted,,True,257.4019827339798,394621,12769,407390,7018,333056,26,26,0,0,41,3,24,0,26,26,0,196.0751028964296,0,0,,252.0103122573346,,
django__django-13297,django/django,resolved,implementation,Submitted,,True,455.356918849051,922038,32007,954045,24714,818432,33,32,1,0,46,2,31,0,32,32,0,346.7501077908091,29.56125167803839,4.001577019225806,,449.5013351030648,1,
django__django-13297,django/django,resolved,review,Submitted,unverified,True,319.64001400815323,392046,15189,407235,5897,331008,24,24,0,0,32,3,24,0,24,24,0,262.6823678021319,0,0,,313.7479541040957,,
django__django-13297,django/django,resolved,revision,Submitted,,True,133.13076286530122,165683,7430,173113,2942,122624,11,11,0,0,16,2,11,0,11,11,0,98.78738985816017,0,0,,127.41429957607761,,
django__django-13297,django/django,resolved,final_review,BudgetExhausted,unverified,False,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
django__django-13315,django/django,resolved,analysis,Submitted,,True,231.8348358105868,271175,8034,279209,2856,225536,22,22,0,0,37,2,22,0,22,22,0,173.745038643945,0,0,,225.93446192797273,,
django__django-13315,django/django,resolved,implementation,Submitted,,True,384.2616052227095,785445,18239,803684,10116,707328,38,38,0,0,51,2,36,0,38,38,0,283.798326281365,0,0,,378.485014768783,,
django__django-13315,django/django,resolved,review,Submitted,unverified,True,253.7855344102718,295350,9600,304950,2267,247808,26,25,1,0,34,2,21,0,25,25,0,184.4199470616877,6.040808693040162,4.00156978610903,,247.90546452673152,1,
django__django-13315,django/django,resolved,revision,Submitted,,True,187.7620808519423,259917,9285,269202,4017,208128,16,16,0,0,22,2,15,0,16,16,0,142.48510662280023,0,0,,181.780972011853,,
django__django-13315,django/django,resolved,final_review,PhaseTimeout,unverified,True,86.75611737323925,100908,3864,104772,1182,65792,8,7,1,0,8,1,7,0,7,7,0,61.879718323703855,1.6735256030224264,0,,,,1
django__django-13344,django/django,unresolved,analysis,ReadOnlyViolation,,True,479.3395429449156,667933,29603,697536,22590,573696,31,28,3,0,39,2,28,0,28,28,0,368.6405678759329,34.87592538772151,12.001948828343302,,472.96559071494266,3,
django__django-13344,django/django,unresolved,implementation,Submitted,,True,486.78407113812864,867676,30100,897776,18805,763904,35,35,0,0,44,3,35,0,35,35,0,411.18686327990144,0,0,,480.9309292221442,,
django__django-13344,django/django,unresolved,review,PhaseTimeout,unverified,True,205.8229470909573,246949,12650,259599,8021,193280,16,16,0,0,24,1,16,0,16,16,0,163.21844949526712,0,0,,196.96511153597385,,
django__django-13344,django/django,unresolved,revision,BudgetExhausted,unverified,False,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
django__django-13344,django/django,unresolved,final_review,BudgetExhausted,unverified,False,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
django__django-13449,django/django,resolved,analysis,Submitted,,True,296.1435886891559,335407,9578,344985,4135,283904,26,26,0,0,36,3,25,0,26,26,0,243.00120757892728,0,0,,290.8255109791644,,
django__django-13449,django/django,resolved,implementation,Submitted,,True,506.8818596811034,969323,22596,991919,14830,874752,39,38,1,0,51,2,35,0,38,38,0,398.4776158197783,19.16084963781759,4.000628555193543,,501.1019988646731,1,
django__django-13449,django/django,resolved,review,Submitted,unverified,True,244.56492001283914,333887,13140,347027,3666,275200,22,22,0,0,27,3,21,0,22,22,0,198.04325414123014,0,0,,238.753461769782,,
django__django-13449,django/django,resolved,revision,PhaseTimeout,,True,124.3809200390242,112450,5514,117964,2323,80128,9,8,1,0,10,1,8,0,8,8,0,94.77052271971479,6.092606288846582,0,,,,1
django__django-13449,django/django,resolved,final_review,BudgetExhausted,unverified,False,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
django__django-13568,django/django,resolved,analysis,Submitted,,True,208.6527612702921,253414,10779,264193,4649,204288,23,23,0,0,36,2,20,0,23,23,0,154.64332091109827,0,0,,203.46309135388583,,
django__django-13568,django/django,resolved,implementation,Submitted,,True,218.3618752551265,345276,9470,354746,2376,300800,26,26,0,0,34,3,22,0,26,26,0,164.47004724526778,0,0,,212.6750782742165,,
django__django-13568,django/django,resolved,review,Submitted,unverified,True,455.65944771282375,705629,25677,731306,15521,611328,34,32,2,0,42,7,32,0,32,32,0,358.9244284625165,19.97581287100911,8.001343569718301,,449.91968021402135,2,
django__django-13568,django/django,resolved,revision,Submitted,,True,246.39221877604723,460356,15244,475600,9335,385536,18,18,0,0,26,2,18,0,18,18,0,200.1717115114443,0,0,,240.32148997904733,,
django__django-13568,django/django,resolved,final_review,PhaseTimeout,unverified,True,29.355957670137286,26580,354,26934,152,512,2,2,0,0,3,0,2,0,2,2,0,14.648668645881116,0,0,,,,
django__django-13590,django/django,resolved,analysis,Submitted,,True,231.7364221191965,187627,7072,194699,2072,147456,22,20,2,0,30,3,18,0,20,20,0,146.12387655628845,23.613995917141438,8.001239935867488,,226.01701614493504,2,
django__django-13590,django/django,resolved,implementation,Submitted,,True,224.1986988671124,282548,8314,290862,2600,235520,26,26,0,0,31,3,22,0,26,26,0,164.5739812492393,0,0,,218.26487794984132,,
django__django-13590,django/django,resolved,review,Submitted,unverified,True,343.0659992801957,443716,22361,466077,14724,368384,29,29,0,0,34,6,29,0,29,29,0,282.3643846027553,0,0,,337.27602609200403,,
django__django-13590,django/django,resolved,revision,Submitted,,True,176.02916723070666,239287,7831,247118,2055,193792,15,15,0,0,24,2,14,0,15,15,0,129.23738860012963,0,0,,170.2092101010494,,
django__django-13590,django/django,resolved,final_review,PhaseTimeout,unverified,True,171.83283407101408,209518,6331,215849,1502,165120,13,12,1,0,16,1,12,0,12,12,0,116.78536659153178,20.322661390993744,0,,,,1
django__django-13794,django/django,unresolved,analysis,Submitted,,True,224.4259218443185,189648,9930,199578,4623,149760,18,18,0,0,35,3,18,0,18,18,0,170.05988357169554,0,0,,219.24656639480963,,
django__django-13794,django/django,unresolved,implementation,Submitted,,True,501.8692244309932,443785,17319,461104,10692,384512,34,27,7,0,32,3,27,0,27,27,0,278.423656437546,100.20108827622607,72.00390675570816,,496.12097898311913,7,
django__django-13794,django/django,unresolved,review,Submitted,unverified,True,375.2288624048233,458073,18828,476901,8200,391680,31,31,0,0,38,6,31,0,31,31,0,311.8090054583736,0,0,,369.2429877766408,,
django__django-13794,django/django,unresolved,revision,Submitted,,True,56.90268005989492,51474,3170,54644,276,28928,5,5,0,0,6,2,5,0,5,5,0,41.75471777282655,0,0,,50.963700604625046,,
django__django-13794,django/django,unresolved,final_review,PhaseError,unverified,False,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
django__django-13807,django/django,unresolved,analysis,Submitted,,True,207.13198339333758,190720,6134,196854,1368,153600,20,20,0,0,34,2,19,0,20,20,0,152.5546572250314,0,0,,201.85193756688386,,
django__django-13807,django/django,unresolved,implementation,Submitted,,True,300.1643664180301,306624,7969,314593,2861,260096,27,25,2,0,31,2,22,0,25,25,0,206.30539183458313,33.23427412798628,8.001361669041216,1,294.3102857018821,1,
django__django-13807,django/django,unresolved,review,Submitted,unverified,True,568.8028064137325,615527,27758,643285,13158,526080,44,32,12,0,39,5,31,0,32,32,0,384.8277742723003,22.199029289186,96.00703440792859,12,562.9054576680064,,
django__django-13807,django/django,unresolved,revision,Submitted,,True,60.20707448478788,33571,4301,37872,1631,9984,3,3,0,0,4,2,3,0,3,3,0,46.979558697901666,0,0,,53.497061083093286,,
django__django-13807,django/django,unresolved,final_review,PhaseTimeout,unverified,True,21.277421406004578,11592,371,11963,203,512,1,1,0,0,3,0,1,0,1,1,0,8.008004121948034,0,0,,12.655901311896741,,
django__django-13810,django/django,resolved,analysis,Submitted,,True,397.43692338699475,317075,11757,328832,5987,251648,23,21,2,0,29,2,20,0,21,21,0,290.641002160497,50.16539291292429,8.001368504483253,,392.17920214589685,2,
django__django-13810,django/django,resolved,implementation,Submitted,,True,562.5600513899699,1015356,25665,1041021,12448,898048,37,37,0,0,42,2,37,0,37,37,0,483.6926882560365,0,0,,556.9405781938694,,
django__django-13810,django/django,resolved,review,PhaseTimeout,unverified,True,215.16060444014147,282774,11597,294371,8353,224000,18,17,1,0,28,1,17,0,17,17,0,161.8647891106084,2.564337549265474,0,,,,1
django__django-13810,django/django,resolved,revision,BudgetExhausted,unverified,False,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
django__django-13810,django/django,resolved,final_review,BudgetExhausted,unverified,False,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
django__django-13821,django/django,resolved,analysis,Submitted,,True,263.1438689753413,370377,9637,380014,3763,311296,23,23,0,0,42,3,23,0,23,23,0,202.0234403531067,0,0,,257.7530216551386,,
django__django-13821,django/django,resolved,implementation,Submitted,,True,269.42080600513145,292296,7303,299599,1619,235776,22,21,1,0,37,2,20,0,21,21,0,191.38791493792087,15.63586595095694,4.000720018986613,,263.5856800880283,1,
django__django-13821,django/django,resolved,review,Submitted,request_changes,True,202.87467253021896,235562,9166,244728,3831,197120,18,18,0,0,31,2,18,0,18,18,0,150.37959548691288,0,0,,197.05441537266597,,
django__django-13821,django/django,resolved,revision,Submitted,,True,239.67140519805253,155256,5629,160885,1020,110848,9,9,0,0,15,2,8,0,9,9,0,89.99914653692394,0,0,,233.81808995781466,,
django__django-13821,django/django,resolved,final_review,Submitted,request_changes,True,111.60673271818087,163335,4750,168085,1365,115712,11,8,3,0,12,2,8,0,8,8,0,70.62611923739314,4.961778842844069,12.001903091091663,3,105.70337261306122,,
django__django-13925,django/django,resolved,analysis,Submitted,,True,369.2241627709009,288714,11645,300359,4034,239104,34,30,4,0,30,3,29,0,30,30,0,279.2967584799044,12.360801963601261,16.00363519228995,4,362.95399376703426,,
django__django-13925,django/django,resolved,implementation,Submitted,,True,709.9209813079797,1321642,30935,1352577,18836,1198080,56,49,7,0,52,2,44,0,49,49,0,554.1632619029842,35.910534623079,28.00520126800984,7,702.5222647232004,,
django__django-13925,django/django,resolved,review,PhaseTimeout,unverified,True,85.40018927585334,46912,2806,49718,904,26880,9,8,1,0,13,1,8,0,8,8,0,51.17493788804859,3.4513372308574617,0,,,,1
django__django-13925,django/django,resolved,revision,BudgetExhausted,unverified,False,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
django__django-13925,django/django,resolved,final_review,BudgetExhausted,unverified,False,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
django__django-14007,django/django,resolved,analysis,Submitted,,True,285.66669829329476,288728,9098,297826,3944,240896,29,27,2,0,36,3,21,0,27,27,0,207.74909923318774,6.052699420135468,8.00158318085596,2,279.70973776001483,,
django__django-14007,django/django,resolved,implementation,Submitted,,True,568.3562454432249,777927,22901,800828,7644,690176,40,38,2,0,50,3,36,0,38,38,0,468.602472405415,14.315333942417055,8.001537853386253,,562.5425491533242,2,
django__django-14007,django/django,resolved,review,Submitted,unverified,True,268.72567379660904,329987,9795,339782,3617,278528,25,25,0,0,41,2,21,0,25,25,0,206.95680199190974,0,0,,262.9400586890988,,
django__django-14007,django/django,resolved,revision,Submitted,,True,43.03835894027725,40414,2140,42554,498,18432,4,4,0,0,4,2,4,0,4,4,0,31.263680915813893,0,0,,37.293296604882926,,
django__django-14007,django/django,resolved,final_review,BudgetExhausted,unverified,False,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
django__django-14011,django/django,unresolved,analysis,Submitted,,True,452.8721929891035,500626,18487,519113,9299,425984,30,27,3,0,48,2,27,0,27,27,0,326.7939979955554,37.46427496569231,12.002008739858866,,447.6836908631958,3,
django__django-14011,django/django,unresolved,implementation,Submitted,,True,645.6959345513023,1160511,27010,1187521,18883,1055744,45,45,0,0,52,2,38,0,45,45,0,563.8934320686385,0,0,,639.7896519987844,,
django__django-14011,django/django,unresolved,review,PhaseTimeout,unverified,True,75.70810321718454,32545,2090,34635,641,9216,6,5,1,0,9,1,5,0,5,5,0,37.37259667459875,15.885867726057768,0,,,,1
django__django-14011,django/django,unresolved,revision,BudgetExhausted,unverified,False,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
django__django-14011,django/django,unresolved,final_review,BudgetExhausted,unverified,False,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
django__django-14017,django/django,resolved,analysis,LimitsExceeded,,True,350.7035509040579,393375,15220,408595,6628,331520,31,30,1,0,47,1,29,0,30,30,0,250.07554563926533,17.36818982101977,4.00076002208516,,345.34619782911614,1,
django__django-14017,django/django,resolved,implementation,Submitted,,True,589.0851650298573,989229,26429,1015658,13402,892416,43,42,1,0,51,2,41,0,42,42,0,490.14727590885013,10.461897483095527,4.000682573765516,,583.2101701628417,1,
django__django-14017,django/django,resolved,review,PhaseTimeout,unverified,True,225.68903200188652,174502,10112,184614,4897,127488,15,14,1,0,20,1,14,0,14,14,0,152.4683662103489,29.92932881694287,0,,,,1
django__django-14017,django/django,resolved,revision,BudgetExhausted,unverified,False,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
django__django-14017,django/django,resolved,final_review,BudgetExhausted,unverified,False,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
django__django-14034,django/django,unresolved,analysis,Submitted,,True,250.88323327479884,255902,10715,266617,6148,207872,22,22,0,0,30,2,19,0,22,22,0,201.81164684519172,0,0,,245.51444989163429,,
django__django-14034,django/django,unresolved,implementation,Submitted,,True,341.42777126142755,399882,19516,419398,13377,337408,21,20,1,0,26,2,18,0,20,20,0,267.9326572762802,3.8797686179168522,4.000631549861282,,335.51352282380685,1,
django__django-14034,django/django,unresolved,review,Submitted,request_changes,True,294.7083116727881,276365,14175,290540,9014,225280,23,21,2,0,25,2,21,0,21,21,0,226.4847998083569,16.41831140127033,8.001218142919242,,288.8671626741998,2,
django__django-14034,django/django,unresolved,revision,Submitted,,True,242.6899152463302,156781,7814,164595,3467,110592,11,9,2,0,14,2,9,0,9,9,0,86.75171468826011,121.77417022874579,8.001278455369174,,236.85292810201645,2,
django__django-14034,django/django,unresolved,final_review,PhaseTimeout,unverified,True,29.3618323369883,12920,386,13306,289,512,2,1,1,0,2,0,1,0,1,1,0,10.89845125656575,5.902419579215348,0,,,,1
django__django-14053,django/django,resolved,analysis,Submitted,,True,292.7708402988501,536535,13484,550019,7367,469248,29,29,0,0,39,3,29,0,29,29,0,233.3054815758951,0,0,,287.4668246959336,,
django__django-14053,django/django,resolved,implementation,Submitted,,True,757.2418617708609,1110791,26428,1137219,16057,998656,44,41,3,0,51,4,38,0,41,41,0,518.2183604598977,139.78222749568522,12.00282743666321,,751.3615348991007,3,
django__django-14053,django/django,resolved,review,TaskBudgetExhausted,unverified,True,121.07711012894288,102521,4513,107034,904,71936,12,12,0,0,19,1,12,0,12,12,0,84.90631667757407,0,0,,114.9361591632478,,
django__django-14053,django/django,resolved,revision,BudgetExhausted,unverified,False,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
django__django-14053,django/django,resolved,final_review,BudgetExhausted,unverified,False,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
django__django-14122,django/django,resolved,analysis,LimitsExceeded,,True,263.1834665299393,378339,6259,384598,2149,326400,30,30,0,0,46,1,30,0,30,30,0,194.6375240799971,0,0,,257.96155512705445,,
django__django-14122,django/django,resolved,implementation,Submitted,,True,444.272320759017,652364,17618,669982,10091,569856,31,31,0,0,44,2,30,0,31,31,0,374.4898346411064,0,0,,438.47514917096123,,
django__django-14122,django/django,resolved,review,Submitted,unverified,True,379.89577656798065,588546,19693,608239,6523,508416,30,30,0,0,44,6,30,0,30,30,0,307.43836650485173,0,0,,374.114745776169,,
django__django-14122,django/django,resolved,revision,Submitted,,True,77.10545829217881,68291,4448,72739,1234,41472,6,6,0,0,6,2,6,0,6,6,0,61.29517033742741,0,0,,71.24646493420005,,
django__django-14122,django/django,resolved,final_review,BudgetExhausted,unverified,False,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
django__django-14155,django/django,unresolved,analysis,Submitted,,True,237.93544816272333,278342,10313,288655,5547,227328,23,23,0,0,33,2,21,0,23,23,0,183.86417535645887,0,0,,232.68870762875304,,
django__django-14155,django/django,unresolved,implementation,Submitted,,True,470.5911954147741,732140,17422,749562,9123,649984,37,37,0,0,49,2,28,0,37,37,0,395.3971192063764,0,0,,464.79865323286504,,
django__django-14155,django/django,unresolved,review,Submitted,unverified,True,249.81021213764325,418210,12338,430548,4650,360448,27,27,0,0,37,2,24,0,27,27,0,189.01020306441933,0,0,,244.13069976586848,,
django__django-14155,django/django,unresolved,revision,Submitted,,True,132.00386471301317,208417,7007,215424,3034,159232,11,11,0,0,15,2,10,0,11,11,0,103.44739677757025,0,0,,126.31527500087395,,
django__django-14155,django/django,unresolved,final_review,PhaseTimeout,unverified,True,56.472982570994645,61104,2143,63247,360,29440,5,4,1,0,7,1,4,0,4,4,0,35.24559751711786,0.06460864376276731,0,,,,1
django__django-14170,django/django,unresolved,analysis,Submitted,,True,233.63901200704277,277872,8562,286434,4498,230912,26,26,0,0,26,2,23,0,26,26,0,191.0233419397846,0,0,,228.36303781019524,,
django__django-14170,django/django,unresolved,implementation,Submitted,,True,439.61793903727084,795575,15579,811154,4344,717824,39,39,0,0,45,2,37,0,39,39,0,367.28406377416104,0,0,,433.28927564714104,,
django__django-14170,django/django,unresolved,review,Submitted,request_changes,True,293.15634391084313,319739,18097,337836,11449,253440,19,19,0,0,27,2,19,0,19,19,0,246.3596409712918,0,0,,287.2267948552035,,
django__django-14170,django/django,unresolved,revision,Submitted,,True,167.65873512485996,256448,6586,263034,2651,207104,15,14,1,0,17,2,14,0,14,14,0,112.65482743829489,19.62143512116745,4.00064034294337,,162.01544118020684,1,
django__django-14170,django/django,unresolved,final_review,PhaseTimeout,unverified,True,24.564616155810654,13362,249,13611,99,0,2,1,1,0,2,0,1,0,1,1,0,6.349220872856677,5.670773264952004,0,,,,1
django__django-14351,django/django,resolved,analysis,Submitted,,True,317.30664313212037,466634,11112,477746,6283,399872,25,25,0,0,37,3,23,0,25,25,0,265.23372727259994,0,0,,312.20549917174503,,
django__django-14351,django/django,resolved,implementation,Submitted,,True,602.2665607384406,1099914,19802,1119716,10848,997632,43,41,2,0,55,2,39,0,41,41,0,480.4153294204734,26.65148743847385,8.001386934891343,,596.6074872319587,2,
django__django-14351,django/django,resolved,review,Submitted,unverified,True,251.76201189868152,436124,10036,446160,3155,375296,23,23,0,0,35,2,22,0,23,23,0,194.20686894655228,0,0,,246.09086702903733,,
django__django-14351,django/django,resolved,revision,BudgetExhausted,unverified,False,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
django__django-14351,django/django,resolved,final_review,BudgetExhausted,unverified,False,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
django__django-14434,django/django,resolved,analysis,Submitted,,True,344.4475066009909,414070,10183,424253,3433,355584,30,30,0,0,36,3,28,0,30,30,0,289.90424056584015,0,0,,339.3368824678473,,
django__django-14434,django/django,resolved,implementation,Submitted,,True,224.1187865328975,284857,6085,290942,1760,241408,23,23,0,0,28,2,21,0,23,23,0,177.00153489876539,0,0,,218.51332385092974,,
django__django-14434,django/django,resolved,review,LimitsExceeded,unverified,True,454.0487264529802,624621,20058,644679,8602,537600,36,35,1,0,46,5,32,0,35,35,0,366.74884103564546,12.404450411908329,4.000737621914595,,448.15133191784844,1,
django__django-14434,django/django,resolved,revision,Submitted,,True,113.24723737407476,150029,4912,154941,1290,112640,10,10,0,0,16,2,10,0,10,10,0,83.74558332376182,0,0,,107.41791650978848,,
django__django-14434,django/django,resolved,final_review,PhaseTimeout,unverified,True,25.13469605287537,13758,262,14020,143,512,2,1,1,0,2,0,1,0,1,1,0,8.292630709242076,3.924481082241982,0,,,,1
django__django-14500,django/django,resolved,analysis,ReadOnlyViolation,,True,349.9751324332319,505269,13415,518684,5923,435200,30,30,0,0,35,2,28,0,30,30,0,290.10062410030514,0,0,,344.2643893440254,,
django__django-14500,django/django,resolved,implementation,Submitted,,True,399.3368820678443,422918,10923,433841,4750,361216,26,25,1,0,27,2,24,0,25,25,0,270.31164777092636,70.92468005698174,4.0006332360208035,,393.21197611186653,1,
django__django-14500,django/django,resolved,review,PhaseTimeout,unverified,True,424.5014769160189,753991,22248,776239,12973,657664,35,34,1,0,40,2,34,0,34,34,0,341.60874615143985,6.454100755043328,0,,,,1
