instance_id,repo,batch_id,attempt,artifact_dir,selected,interrupted,cost_group,outcome,started,finished,elapsed_seconds,generation_status,patch_chars,generation_trace_seconds,generation_network_none,evaluation_network_none,detailed_eval_report,patch_applied,hard_budget_error,residual_seconds,infra_failure,infra_failure_reason,tests_status_available,fail_to_pass_success,fail_to_pass_failure,pass_to_pass_success,pass_to_pass_failure,patch_sha256,implementation_patch_available,final_equals_implementation,prompt_tokens,completion_tokens,total_tokens,reasoning_tokens,cached_tokens,model_requests,model_responses,api_errors,inflight_requests,actions,checkpoints,reasoning_responses,usage_missing,reasoning_usage_present,cached_usage_present,length_responses,api_success_seconds,api_error_seconds,error_to_retry_gap_seconds,finish_tool_calls,error_RateLimitError,all_roles_completed,error_Timeout,finish_stop,error_BadGatewayError,harness_logged_patch_applied,eval_exception_category,finish_length
instance_flipt-io__flipt-56a620b8fc9ef7a0819b47709aa541cdfdbba00b,flipt-io/flipt,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_flipt-io__flipt-56a620b8fc9ef7a0819b47709aa541cdfdbba00b__a1,True,False,selected,unresolved,2026-09-20T08:50:42.410833+00:00,2026-09-20T09:11:50.533038+00:00,1268.122205,completed_with_role_failures,40915,1205.5845429198816,4,1,True,True,False,62.53766208011825,False,,True,27,5,0,0,207a63dd58224528e72596729f19c40c13c43e320bbf86ad6727a0ddb3386212,True,True,1013661,31222,1044883,15567,912640,49,47,2,0,75,5,46,0,47,47,0,852.3893211125396,30.76436599344015,4.000712988898158,47,1,False,1,,,,,
instance_flipt-io__flipt-5aef5a14890aa145c22d864a834694bae3a6f112,flipt-io/flipt,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_flipt-io__flipt-5aef5a14890aa145c22d864a834694bae3a6f112__a1,True,False,selected,unresolved,2026-09-20T09:11:50.535172+00:00,2026-09-20T09:32:58.655287+00:00,1268.120115,completed_with_role_failures,7616,1206.8652252540924,4,1,True,True,False,61.254889745907576,False,,True,0,1,0,0,85c96e825878551cd4cbc0d5842f09cb5738d2ce8a066e0b598c8b26ea55fd76,True,True,1012559,18684,1031243,5856,927488,63,56,7,0,86,5,43,0,56,56,0,864.9722533714958,70.09053480159491,28.004734388086945,56,7,False,,,,,,
instance_flipt-io__flipt-5af0757e96dec4962a076376d1bedc79de0d4249,flipt-io/flipt,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_flipt-io__flipt-5af0757e96dec4962a076376d1bedc79de0d4249__a1,True,False,selected,unresolved,2026-09-20T09:32:58.657829+00:00,2026-09-20T09:54:04.773420+00:00,1266.115591,completed_with_role_failures,3266,1205.62494385615,4,1,True,True,False,60.49064714385008,False,,True,1,1,0,0,db2b8f5640f1440a539623eb00b61b9fe00c21d1fcadb55174a7c977b1343d82,True,True,468659,18588,487247,6841,400640,53,41,12,0,68,5,35,0,41,41,0,846.6055394331925,157.20491581643,48.00784691842273,41,11,False,,,1,,,
instance_flipt-io__flipt-5c7037ececb0bead0a8eb56054e224bcd7ac5922,flipt-io/flipt,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_flipt-io__flipt-5c7037ececb0bead0a8eb56054e224bcd7ac5922__a1,True,False,selected,unresolved,2026-09-20T09:54:04.776883+00:00,2026-09-20T10:15:02.899840+00:00,1258.122957,completed_with_role_failures,3739,1205.6409840662964,4,1,True,True,False,52.48197293370367,False,,True,1,1,0,0,c6d2093a3993e8d64cc7975eac32350f853ed90d09e204ea42afba2f27e4369d,True,True,770114,21457,791571,10187,694528,68,46,22,0,65,5,42,0,46,46,0,610.774422777351,227.5782311372459,88.01515503972769,46,21,False,,,1,,,
instance_flipt-io__flipt-5ffba3406a7993d97ced4cc13658bee66150fcca,flipt-io/flipt,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_flipt-io__flipt-5ffba3406a7993d97ced4cc13658bee66150fcca__a1,True,False,selected,resolved,2026-09-20T10:15:02.902583+00:00,2026-09-20T10:35:55.023284+00:00,1252.120701,completed_with_role_failures,1949,1204.1018466460519,4,1,True,True,False,48.0188543539482,False,,True,1,0,0,0,5f64d47e7eb2d1293ffec52609a22d8f3d8f2f74014201bdf6d3bfa0455ab265,True,True,840787,50646,891433,35499,713472,69,53,16,0,85,7,52,0,53,53,0,772.942772295326,87.07066433411092,60.00997832324356,53,15,False,1,,,,,
instance_flipt-io__flipt-65581fef4aa807540cb933753d085feb0d7e736f,flipt-io/flipt,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_flipt-io__flipt-65581fef4aa807540cb933753d085feb0d7e736f__a1,True,False,selected,unresolved,2026-09-20T10:35:55.026650+00:00,2026-09-20T10:57:05.151949+00:00,1270.125299,completed_with_role_failures,12078,1213.5036584241316,4,1,True,True,False,56.62164057586847,False,,True,0,7,0,0,633e766657aa4469371a337eaca63b3f956a3dee8b12f23e42fc49786918503d,True,True,1238242,46845,1285087,30779,1120000,65,54,11,0,84,5,48,0,54,54,0,786.8104172530584,103.14475702121854,44.00766795128584,54,11,False,,,,,,
instance_flipt-io__flipt-6fe76d024ee0c50ddb09c86f4ae0bd4c208fd65f,flipt-io/flipt,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_flipt-io__flipt-6fe76d024ee0c50ddb09c86f4ae0bd4c208fd65f__a1,True,False,selected,resolved,2026-09-20T10:57:05.155856+00:00,2026-09-20T11:18:07.280858+00:00,1262.125002,completed_with_role_failures,5403,1204.3178998851217,6,1,True,True,False,57.80710211487826,False,,True,1,0,0,0,78e3c2144bbe085245decbafd8f38660a020bfc1d3631840e137c58aa0836015,True,True,1065810,50101,1115911,27625,931072,86,63,23,0,89,8,52,0,63,63,0,742.9358707107604,135.7049199687317,88.01485883025452,63,21,False,1,,1,,,
instance_flipt-io__flipt-7161f7b876773a911afdd804b281e52681cb7321,flipt-io/flipt,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_flipt-io__flipt-7161f7b876773a911afdd804b281e52681cb7321__a1,True,False,selected,resolved,2026-09-20T11:18:07.283592+00:00,2026-09-20T11:39:07.404328+00:00,1260.120736,completed_with_role_failures,1179,1205.2882183361799,4,1,True,True,False,54.83251766382023,False,,True,1,0,0,0,c28676a458dc942836ccca4c9f84fae5381dca59218487f2f24636e9be7e36dc,True,True,1016654,22140,1038794,11073,920320,87,62,25,0,82,5,52,0,62,62,0,700.9336339598522,148.53761428268626,112.0173982642591,62,23,False,1,,1,,,
instance_flipt-io__flipt-756f00f79ba8abf9fe53f3c6c818123b42eb7355,flipt-io/flipt,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_flipt-io__flipt-756f00f79ba8abf9fe53f3c6c818123b42eb7355__a1,True,False,selected,unresolved,2026-09-20T11:39:07.406889+00:00,2026-09-20T12:00:07.524536+00:00,1260.117647,completed_with_role_failures,5615,1204.0617291620001,4,1,True,True,False,56.055917837999914,False,,True,5,1,0,0,5865803f9a1ebaf987fae8817647759203e67a1b14bbb06194e5a13bbf9e9bff,True,True,1059823,31824,1091647,15034,928000,74,53,21,0,86,5,48,0,53,53,0,715.5508082793094,102.6311065768823,92.01370878983289,53,20,False,1,,,,,
instance_flipt-io__flipt-84806a178447e766380cc66b14dee9c6eeb534f4,flipt-io/flipt,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_flipt-io__flipt-84806a178447e766380cc66b14dee9c6eeb534f4__a1,True,False,selected,unresolved,2026-09-20T12:00:07.528553+00:00,2026-09-20T12:21:15.648201+00:00,1268.119648,completed_with_role_failures,5541,1204.0865359660238,4,1,True,True,False,64.0331120339763,False,,True,6,2,0,0,9a15b18a39b10da3cf3d10dfb134deae5fec74d93c644aa99bd706a65fef5120,True,True,1183686,33836,1217522,16810,1071616,86,62,24,0,93,7,58,0,62,62,0,677.1192226782441,107.83804970234632,108.02057855855674,62,23,False,1,,,,,
instance_flipt-io__flipt-8bd3604dc54b681f1f0f7dd52cbc70b3024184b6,flipt-io/flipt,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_flipt-io__flipt-8bd3604dc54b681f1f0f7dd52cbc70b3024184b6__a1,True,False,selected,unresolved,2026-09-20T12:21:15.650940+00:00,2026-09-20T12:42:55.773206+00:00,1300.122266,completed_with_role_failures,2542,1205.8365712412633,4,1,True,True,False,94.28569475873678,False,,True,5,2,0,0,7a57b71dad538d4573ec96b6cf3e4524645c102d1cf30ee3c2e65ce5573e5b9e,True,True,744509,37227,781736,23258,648704,68,47,21,0,75,5,44,0,47,47,0,508.47371525736526,143.84212510520592,96.0142012569122,47,19,False,1,,1,,,
instance_flipt-io__flipt-967855b429f749c28c112b8cb1b15bc79157f973,flipt-io/flipt,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_flipt-io__flipt-967855b429f749c28c112b8cb1b15bc79157f973__a1,True,False,selected,unresolved,2026-09-20T12:42:55.776007+00:00,2026-09-20T13:03:57.896733+00:00,1262.120726,completed_with_role_failures,708,1205.3973553180695,4,1,True,False,False,56.723370681930646,False,,False,,,,,4ebb23e6dad9b028b7669b6e47c8707b4f0f5e57714de63899d3138970bc83ee,True,True,1550433,33259,1583692,18321,1416704,87,59,28,0,85,7,50,0,59,59,0,790.1743047609925,170.40778730111197,120.01906015258282,59,27,False,,,1,True,go_build_or_setup_failed,
instance_flipt-io__flipt-9d25c18b79bc7829a6fb08ec9e8793d5d17e2868,flipt-io/flipt,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_flipt-io__flipt-9d25c18b79bc7829a6fb08ec9e8793d5d17e2868__a1,True,False,selected,unresolved,2026-09-20T13:03:57.900015+00:00,2026-09-20T13:25:56.031285+00:00,1318.13127,completed_with_role_failures,210914,1205.373703069985,2,1,True,False,False,112.75756693001517,False,,False,,,,,fdaadff62a332d1628e07143cc735daac99f1b46ea2c3d906e2350a64631e113,True,True,1438299,34526,1472825,19178,1338880,76,58,17,1,89,3,56,0,58,58,0,684.0230170753784,99.45217887824401,76.01434714440256,58,17,False,,,,True,go_build_or_setup_failed,
instance_flipt-io__flipt-9f8127f225a86245fa35dca4885c2daef824ee55,flipt-io/flipt,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_flipt-io__flipt-9f8127f225a86245fa35dca4885c2daef824ee55__a1,True,False,selected,unresolved,2026-09-20T13:25:56.034264+00:00,2026-09-20T13:46:36.146498+00:00,1240.112234,completed_with_role_failures,20996,1205.1925465078093,4,1,True,False,False,34.91968749219063,False,,False,,,,,e3c4d885c9b49ff85e2e56a33719f8b362110c681854d66fde213fff35e0e519,True,True,1627980,31567,1659547,14199,1519616,80,57,23,0,93,5,51,0,57,57,0,693.960620900616,167.22889112355188,88.01508290041238,57,22,False,1,,,True,go_build_or_setup_failed,
instance_flipt-io__flipt-a42d38a1bb1df267c53d9d4a706cf34825ae3da9,flipt-io/flipt,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_flipt-io__flipt-a42d38a1bb1df267c53d9d4a706cf34825ae3da9__a1,True,False,selected,unresolved,2026-09-20T13:46:36.149393+00:00,2026-09-20T14:07:40.291924+00:00,1264.142531,completed_with_role_failures,7572,1206.8361142468639,4,1,True,True,False,57.30641675313609,False,,True,2,1,0,0,2bff83f0331d8340ebd235b3c85a281ac7393ccd6ac4e385879607028e0fabec,True,True,1085261,29488,1114749,14564,980480,79,56,23,0,96,6,51,0,56,56,0,650.8713498171419,152.89190668798983,92.01913773873821,56,22,False,1,,,,,
instance_flipt-io__flipt-abaa5953795afb9c621605bb18cb32ac48b4508c,flipt-io/flipt,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_flipt-io__flipt-abaa5953795afb9c621605bb18cb32ac48b4508c__a1,True,False,selected,resolved,2026-09-20T14:07:40.295827+00:00,2026-09-20T14:28:36.419510+00:00,1256.123683,completed_with_role_failures,7377,1202.3194500487298,4,1,True,True,False,53.80423295127025,False,,True,1,0,0,0,fc994e671c858fef5cba8b2e7851056c2ed5289473903f8e41e9e011fa103c56,True,True,953575,33063,986638,9729,863232,74,58,16,0,87,4,46,0,58,58,0,723.1629099189304,126.32912937318906,68.01312689855695,58,13,False,,,3,,,
instance_flipt-io__flipt-aebaecd026f752b187f11328b0d464761b15d2ab,flipt-io/flipt,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_flipt-io__flipt-aebaecd026f752b187f11328b0d464761b15d2ab__a1,True,False,selected,resolved,2026-09-20T14:28:36.423920+00:00,2026-09-20T14:49:42.547100+00:00,1266.12318,completed_with_role_failures,74434,1204.1128371963277,4,1,True,True,False,62.0103428036723,False,,True,6,0,0,0,4a0ff187815a72a20da1b3e4980d760f24a8666d0ac3cc4d5342c490fd0ad8a3,True,True,1433809,41139,1474948,23256,1319936,79,65,14,0,88,7,60,0,65,65,0,809.8946319045499,95.43858017073944,64.00920275831595,65,14,False,,,,,,
instance_flipt-io__flipt-af7a0be46d15f0b63f16a868d13f3b48a838e7ce,flipt-io/flipt,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_flipt-io__flipt-af7a0be46d15f0b63f16a868d13f3b48a838e7ce__a1,False,False,superseded_original,unresolved,2026-09-20T14:49:42.552234+00:00,2026-09-20T15:10:42.675250+00:00,1260.123016,completed_with_role_failures,9380,1205.4315567822196,4,1,True,True,True,54.69145921778045,False,,True,1,1,0,0,d7ac04071fdd46fbd4503f4738f8f8a139ac586f4cf99b5bcf45e0ebd2b14479,True,True,546059,17247,563306,9446,488960,74,39,35,0,62,3,30,0,39,39,0,407.7242040652782,156.5093469619751,460.0214063776657,39,35,False,,,,,,
instance_flipt-io__flipt-b2170346dc37cf42fda1386cd630f24821ad2ac5,flipt-io/flipt,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_flipt-io__flipt-b2170346dc37cf42fda1386cd630f24821ad2ac5__a1,False,False,superseded_original,empty_patch,2026-09-20T15:10:42.678699+00:00,2026-09-20T15:31:02.792513+00:00,1220.113814,completed_with_role_failures,0,1204.1075795507059,6,0,False,False,True,16.006234449294197,,,,,,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,True,True,0,0,0,0,0,47,0,47,0,0,0,0,0,0,0,0,0,90.32174548599869,1060.025553744752,,47,False,,,,,,
instance_flipt-io__flipt-b22f5f02e40b225b6b93fff472914973422e97c6,flipt-io/flipt,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_flipt-io__flipt-b22f5f02e40b225b6b93fff472914973422e97c6__a1,False,False,superseded_original,empty_patch,2026-09-20T15:31:02.795813+00:00,2026-09-20T15:51:20.907786+00:00,1218.111973,completed_with_role_failures,0,1204.0700153722428,6,0,False,False,True,14.041957627757256,,,,,,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,True,True,0,0,0,0,0,47,0,47,0,0,0,0,0,0,0,0,0,67.68515093578026,1060.0265991236083,,46,False,,,1,,,
instance_flipt-io__flipt-b2cd6a6dd73ca91b519015fd5924fde8d17f3f06,flipt-io/flipt,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_flipt-io__flipt-b2cd6a6dd73ca91b519015fd5924fde8d17f3f06__a1,False,False,superseded_original,empty_patch,2026-09-20T15:51:20.911230+00:00,2026-09-20T16:11:39.025827+00:00,1218.114597,completed_with_role_failures,0,1204.039993393235,6,0,False,False,True,14.074603606765095,,,,,,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,True,True,0,0,0,0,0,45,0,45,0,0,0,0,0,0,0,0,0,133.55811154702678,1012.0265018506907,,39,False,,,6,,,
instance_flipt-io__flipt-b3cd920bbb25e01fdb2dab66a5a913363bc62f6c,flipt-io/flipt,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_flipt-io__flipt-b3cd920bbb25e01fdb2dab66a5a913363bc62f6c__a1,False,False,superseded_original,empty_patch,2026-09-20T16:11:39.031390+00:00,2026-09-20T16:31:57.155119+00:00,1218.123729,completed_with_role_failures,0,1204.0887454207987,6,0,False,False,True,14.034983579201253,,,,,,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,True,True,0,0,0,0,0,47,0,47,0,0,0,0,0,0,0,0,0,75.06182461604476,1060.0262290015817,,47,False,,,,,,
instance_flipt-io__flipt-b433bd05ce405837804693bebd5f4b88d87133c8,flipt-io/flipt,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_flipt-io__flipt-b433bd05ce405837804693bebd5f4b88d87133c8__a1,False,False,superseded_original,empty_patch,2026-09-20T16:31:57.158702+00:00,2026-09-20T16:52:15.281005+00:00,1218.122303,completed_with_role_failures,0,1204.0587592669763,6,0,False,False,True,14.063543733023835,,,,,,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,True,True,0,0,0,0,0,47,0,47,0,0,0,0,0,0,0,0,0,55.384615113027394,1060.025737117976,,47,False,,,,,,
instance_flipt-io__flipt-c12967bc73fdf02054cf3ef8498c05e25f0a18c0,flipt-io/flipt,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_flipt-io__flipt-c12967bc73fdf02054cf3ef8498c05e25f0a18c0__a1,False,False,superseded_original,empty_patch,2026-09-20T16:52:15.284615+00:00,2026-09-20T17:12:33.439117+00:00,1218.154502,completed_with_role_failures,0,1204.1085691871122,6,0,False,False,True,14.04593281288794,,,,,,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,True,True,0,0,0,0,0,47,0,47,0,0,0,0,0,0,0,0,0,46.26078747399151,1060.0260239578784,,47,False,,,,,,
instance_flipt-io__flipt-c154dd1a3590954dfd3b901555fc6267f646a289,flipt-io/flipt,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_flipt-io__flipt-c154dd1a3590954dfd3b901555fc6267f646a289__a1,False,False,superseded_original,empty_patch,2026-09-20T17:12:33.444706+00:00,2026-09-20T17:32:51.601025+00:00,1218.156319,completed_with_role_failures,0,1204.1121457098052,6,0,False,False,True,14.044173290194749,,,,,,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,True,True,0,0,0,0,0,48,0,48,0,0,0,0,0,0,0,0,0,44.25736255105585,1120.0264756632969,,48,False,,,,,,
instance_flipt-io__flipt-c1fd7a81ef9f23e742501bfb26d914eb683262aa,flipt-io/flipt,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_flipt-io__flipt-c1fd7a81ef9f23e742501bfb26d914eb683262aa__a1,False,False,superseded_original,empty_patch,2026-09-20T17:32:51.605620+00:00,2026-09-20T17:53:09.759956+00:00,1218.154336,completed_with_role_failures,0,1204.0492916237563,6,0,False,False,True,14.105044376243768,,,,,,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,True,True,0,0,0,0,0,48,0,48,0,0,0,0,0,0,0,0,0,38.066726996563375,1120.026888789609,,48,False,,,,,,
instance_flipt-io__flipt-c6a7b1fd933e763b1675281b30077e161fa115a1,flipt-io/flipt,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_flipt-io__flipt-c6a7b1fd933e763b1675281b30077e161fa115a1__a1,False,False,superseded_original,empty_patch,2026-09-20T17:53:09.763710+00:00,2026-09-20T18:13:27.936630+00:00,1218.17292,completed_with_role_failures,0,1204.602698369883,6,0,False,False,True,13.570221630116976,,,,,,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,True,True,0,0,0,0,0,47,0,47,0,0,0,0,0,0,0,0,0,38.670437410939485,1060.025857669767,,47,False,,,,,,
instance_flipt-io__flipt-cd18e54a0371fa222304742c6312e9ac37ea86c1,flipt-io/flipt,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_flipt-io__flipt-cd18e54a0371fa222304742c6312e9ac37ea86c1__a1,False,False,superseded_original,empty_patch,2026-09-20T18:13:27.940639+00:00,2026-09-20T18:33:46.096661+00:00,1218.156022,completed_with_role_failures,0,1204.0999192567542,6,0,False,False,True,14.056102743245674,,,,,,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,True,True,0,0,0,0,0,48,0,48,0,0,0,0,0,0,0,0,0,29.72197563247755,1120.026519022882,,48,False,,,,,,
instance_flipt-io__flipt-cd2f3b0a9d4d8b8a6d3d56afab65851ecdc408e8,flipt-io/flipt,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_flipt-io__flipt-cd2f3b0a9d4d8b8a6d3d56afab65851ecdc408e8__a1,False,False,superseded_original,empty_patch,2026-09-20T18:33:46.100786+00:00,2026-09-20T18:54:04.230792+00:00,1218.130006,completed_with_role_failures,0,1204.0989963081665,6,0,False,False,True,14.03100969183356,,,,,,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,True,True,0,0,0,0,0,47,0,47,0,0,0,0,0,0,0,0,0,41.01354279741645,1060.0259296782315,,47,False,,,,,,
instance_flipt-io__flipt-cf06f4ebfab7fa21eed3e5838592e8e44566957f,flipt-io/flipt,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_flipt-io__flipt-cf06f4ebfab7fa21eed3e5838592e8e44566957f__a1,False,False,superseded_original,empty_patch,2026-09-20T18:54:04.234857+00:00,2026-09-20T19:14:24.354255+00:00,1220.119398,completed_with_role_failures,0,1204.5064173243009,6,0,False,False,True,15.612980675699191,,,,,,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,True,True,0,0,0,0,0,48,0,48,0,0,0,0,0,0,0,0,0,31.290637253783643,1120.0273167267442,,48,False,,,,,,
instance_flipt-io__flipt-db1c3b100e231c62f0c90c2ab037614f20a2a63b,flipt-io/flipt,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_flipt-io__flipt-db1c3b100e231c62f0c90c2ab037614f20a2a63b__a1,False,False,superseded_original,empty_patch,2026-09-20T19:14:24.360889+00:00,2026-09-20T19:34:44.483376+00:00,1220.122487,completed_with_role_failures,0,1204.2286572046578,6,0,False,False,True,15.893829795342299,,,,,,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,True,True,0,0,0,0,0,48,0,48,0,0,0,0,0,0,0,0,0,32.67693848442286,1120.0301434220746,,48,False,,,,,,
instance_flipt-io__flipt-e2bd19dafa7166c96b082fb2a59eb54b4be0d778,flipt-io/flipt,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_flipt-io__flipt-e2bd19dafa7166c96b082fb2a59eb54b4be0d778__a1,False,False,superseded_original,empty_patch,2026-09-20T19:34:44.487696+00:00,2026-09-20T19:55:04.607899+00:00,1220.120203,completed_with_role_failures,0,1204.072627414018,6,0,False,False,True,16.04757558598203,,,,,,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,True,True,0,0,0,0,0,48,0,48,0,0,0,0,0,0,0,0,0,30.30801759334281,1120.027601041831,,48,False,,,,,,
instance_flipt-io__flipt-e50808c03e4b9d25a6a78af9c61a3b1616ea356b,flipt-io/flipt,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_flipt-io__flipt-e50808c03e4b9d25a6a78af9c61a3b1616ea356b__a1,False,False,superseded_original,empty_patch,2026-09-20T19:55:04.612277+00:00,2026-09-20T20:15:24.736197+00:00,1220.12392,completed_with_role_failures,0,1204.175925143063,6,0,False,False,True,15.94799485693693,,,,,,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,True,True,0,0,0,0,0,47,0,47,0,0,0,0,0,0,0,0,0,43.75093445368111,1060.0268267160282,,47,False,,,,,,
instance_flipt-io__flipt-e594593dae52badf80ffd27878d2275c7f0b20e9,flipt-io/flipt,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_flipt-io__flipt-e594593dae52badf80ffd27878d2275c7f0b20e9__a1,False,False,superseded_original,empty_patch,2026-09-20T20:15:24.740414+00:00,2026-09-20T20:35:42.869414+00:00,1218.129,completed_with_role_failures,0,1204.0979592418298,6,0,False,False,True,14.031040758170093,,,,,,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,True,True,0,0,0,0,0,48,0,48,0,0,0,0,0,0,0,0,0,31.004462756682187,1120.026620792225,,48,False,,,,,,
instance_flipt-io__flipt-e88e93990e3ec1e7697754b423decc510d5dd5fe,flipt-io/flipt,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_flipt-io__flipt-e88e93990e3ec1e7697754b423decc510d5dd5fe__a1,False,False,superseded_original,empty_patch,2026-09-20T20:35:42.877689+00:00,2026-09-20T20:56:01.009848+00:00,1218.132159,completed_with_role_failures,0,1204.077652337961,6,0,False,False,True,14.054506662039103,,,,,,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,True,True,0,0,0,0,0,48,0,48,0,0,0,0,0,0,0,0,0,33.86888070311397,1120.0261712195352,,48,False,,,,,,
instance_flipt-io__flipt-e91615cf07966da41756017a7d571f9fc0fdbe80,flipt-io/flipt,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_flipt-io__flipt-e91615cf07966da41756017a7d571f9fc0fdbe80__a1,False,False,superseded_original,empty_patch,2026-09-20T20:56:01.014959+00:00,2026-09-20T21:16:21.138598+00:00,1220.123639,completed_with_role_failures,0,1204.0767680797726,6,0,False,False,True,16.04687092022732,,,,,,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,True,True,0,0,0,0,0,48,0,48,0,0,0,0,0,0,0,0,0,41.87906036153436,1120.0290326015092,,47,False,1,,,,,
