instance_id,repo,original_outcome,selected_batch,selected_attempt,selected_artifact_dir,final_outcome,replacement,selection_reason
instance_internetarchive__openlibrary-0d13e6b4bf80bced6c0946b969b9a1b6963f6bce-v76304ecdb3a5954fcf13feb710e8c40fcf24b73c,internetarchive/openlibrary,resolved,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_internetarchive__openlibrary-0d13e6b4bf80bced6c0946b969b9a1b6963f6bce-v76304ecdb3a5954fcf13feb710e8c40fcf24b73c__a1,resolved,False,retain_original
instance_internetarchive__openlibrary-111347e9583372e8ef91c82e0612ea437ae3a9c9-v2d9a6c849c60ed19fd0858ce9e40b7cc8e097e59,internetarchive/openlibrary,unresolved,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_internetarchive__openlibrary-111347e9583372e8ef91c82e0612ea437ae3a9c9-v2d9a6c849c60ed19fd0858ce9e40b7cc8e097e59__a1,unresolved,False,retain_original
instance_internetarchive__openlibrary-1351c59fd43689753de1fca32c78d539a116ffc1-v29f82c9cf21d57b242f8d8b0e541525d259e2d63,internetarchive/openlibrary,resolved,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_internetarchive__openlibrary-1351c59fd43689753de1fca32c78d539a116ffc1-v29f82c9cf21d57b242f8d8b0e541525d259e2d63__a1,resolved,False,retain_original
instance_internetarchive__openlibrary-1be7de788a444f6255e89c10ef6aa608550604a8-v29f82c9cf21d57b242f8d8b0e541525d259e2d63,internetarchive/openlibrary,resolved,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_internetarchive__openlibrary-1be7de788a444f6255e89c10ef6aa608550604a8-v29f82c9cf21d57b242f8d8b0e541525d259e2d63__a1,resolved,False,retain_original
instance_internetarchive__openlibrary-25858f9f0c165df25742acf8309ce909773f0cdd-v13642507b4fc1f8d234172bf8129942da2c2ca26,internetarchive/openlibrary,resolved,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_internetarchive__openlibrary-25858f9f0c165df25742acf8309ce909773f0cdd-v13642507b4fc1f8d234172bf8129942da2c2ca26__a1,resolved,False,retain_original
instance_internetarchive__openlibrary-2abe28b472ffed563a87cfe83685b161b35263b0-v13642507b4fc1f8d234172bf8129942da2c2ca26,internetarchive/openlibrary,resolved,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_internetarchive__openlibrary-2abe28b472ffed563a87cfe83685b161b35263b0-v13642507b4fc1f8d234172bf8129942da2c2ca26__a1,resolved,False,retain_original
instance_internetarchive__openlibrary-308a35d6999427c02b1dbf5211c033ad3b352556-ve8c8d62a2b60610a3c4631f5f23ed866bada9818,internetarchive/openlibrary,resolved,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_internetarchive__openlibrary-308a35d6999427c02b1dbf5211c033ad3b352556-ve8c8d62a2b60610a3c4631f5f23ed866bada9818__a1,resolved,False,retain_original
instance_internetarchive__openlibrary-30bc73a1395fba2300087c7f307e54bb5372b60a-v76304ecdb3a5954fcf13feb710e8c40fcf24b73c,internetarchive/openlibrary,unresolved,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_internetarchive__openlibrary-30bc73a1395fba2300087c7f307e54bb5372b60a-v76304ecdb3a5954fcf13feb710e8c40fcf24b73c__a1,unresolved,False,retain_original
instance_internetarchive__openlibrary-322d7a46cdc965bfabbf9500e98fde098c9d95b2-v13642507b4fc1f8d234172bf8129942da2c2ca26,internetarchive/openlibrary,resolved,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_internetarchive__openlibrary-322d7a46cdc965bfabbf9500e98fde098c9d95b2-v13642507b4fc1f8d234172bf8129942da2c2ca26__a1,resolved,False,retain_original
instance_internetarchive__openlibrary-3c48b4bb782189e0858e6c3fc7956046cf3e1cfb-v2d9a6c849c60ed19fd0858ce9e40b7cc8e097e59,internetarchive/openlibrary,resolved,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_internetarchive__openlibrary-3c48b4bb782189e0858e6c3fc7956046cf3e1cfb-v2d9a6c849c60ed19fd0858ce9e40b7cc8e097e59__a1,resolved,False,retain_original
instance_internetarchive__openlibrary-427f1f4eddfc54735ca451779d4f95bf683d1b0e-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4,internetarchive/openlibrary,resolved,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_internetarchive__openlibrary-427f1f4eddfc54735ca451779d4f95bf683d1b0e-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4__a1,resolved,False,retain_original
instance_internetarchive__openlibrary-43f9e7e0d56a4f1d487533543c17040a029ac501-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4,internetarchive/openlibrary,resolved,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_internetarchive__openlibrary-43f9e7e0d56a4f1d487533543c17040a029ac501-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4__a1,resolved,False,retain_original
instance_internetarchive__openlibrary-4a5d2a7d24c9e4c11d3069220c0685b736d5ecde-v13642507b4fc1f8d234172bf8129942da2c2ca26,internetarchive/openlibrary,resolved,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_internetarchive__openlibrary-4a5d2a7d24c9e4c11d3069220c0685b736d5ecde-v13642507b4fc1f8d234172bf8129942da2c2ca26__a1,resolved,False,retain_original
instance_internetarchive__openlibrary-4b7ea2977be2747496ba792a678940baa985f7ea-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4,internetarchive/openlibrary,resolved,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_internetarchive__openlibrary-4b7ea2977be2747496ba792a678940baa985f7ea-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4__a1,resolved,False,retain_original
instance_internetarchive__openlibrary-5069b09e5f64428dce59b33455c8bb17fe577070-v8717e18970bcdc4e0d2cea3b1527752b21e74866,internetarchive/openlibrary,resolved,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_internetarchive__openlibrary-5069b09e5f64428dce59b33455c8bb17fe577070-v8717e18970bcdc4e0d2cea3b1527752b21e74866__a1,resolved,False,retain_original
instance_internetarchive__openlibrary-53e02a22972e9253aeded0e1981e6845e1e521fe-vfa6ff903cb27f336e17654595dd900fa943dcd91,internetarchive/openlibrary,resolved,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_internetarchive__openlibrary-53e02a22972e9253aeded0e1981e6845e1e521fe-vfa6ff903cb27f336e17654595dd900fa943dcd91__a1,resolved,False,retain_original
instance_internetarchive__openlibrary-58999808a17a26b387f8237860a7a524d1e2d262-v08d8e8889ec945ab821fb156c04c7d2e2810debb,internetarchive/openlibrary,resolved,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_internetarchive__openlibrary-58999808a17a26b387f8237860a7a524d1e2d262-v08d8e8889ec945ab821fb156c04c7d2e2810debb__a1,resolved,False,retain_original
instance_internetarchive__openlibrary-5c6c22f3d2edf2f1b10f5dc335e32cb6a5f40341-v76304ecdb3a5954fcf13feb710e8c40fcf24b73c,internetarchive/openlibrary,resolved,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_internetarchive__openlibrary-5c6c22f3d2edf2f1b10f5dc335e32cb6a5f40341-v76304ecdb3a5954fcf13feb710e8c40fcf24b73c__a1,resolved,False,retain_original
instance_internetarchive__openlibrary-5fb312632097be7e9ac6ab657964af115224d15d-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4,internetarchive/openlibrary,unresolved,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_internetarchive__openlibrary-5fb312632097be7e9ac6ab657964af115224d15d-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4__a1,unresolved,False,retain_original
instance_internetarchive__openlibrary-62d2243131a9c7e6aee00d1e9c5660fd5b594e89-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4,internetarchive/openlibrary,resolved,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_internetarchive__openlibrary-62d2243131a9c7e6aee00d1e9c5660fd5b594e89-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4__a1,resolved,False,retain_original
instance_internetarchive__openlibrary-630221ab686c64e75a2ce253c893c033e4814b2e-v93c53c13d5f9b383ebb411ee7750b49dcd1a34c6,internetarchive/openlibrary,unresolved,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_internetarchive__openlibrary-630221ab686c64e75a2ce253c893c033e4814b2e-v93c53c13d5f9b383ebb411ee7750b49dcd1a34c6__a1,unresolved,False,retain_original
instance_internetarchive__openlibrary-6afdb09df692223c3a31df65cfa92f15e5614c01-v08d8e8889ec945ab821fb156c04c7d2e2810debb,internetarchive/openlibrary,resolved,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_internetarchive__openlibrary-6afdb09df692223c3a31df65cfa92f15e5614c01-v08d8e8889ec945ab821fb156c04c7d2e2810debb__a1,resolved,False,retain_original
instance_internetarchive__openlibrary-6e889f4a733c9f8ce9a9bd2ec6a934413adcedb9-ve8c8d62a2b60610a3c4631f5f23ed866bada9818,internetarchive/openlibrary,resolved,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_internetarchive__openlibrary-6e889f4a733c9f8ce9a9bd2ec6a934413adcedb9-ve8c8d62a2b60610a3c4631f5f23ed866bada9818__a1,resolved,False,retain_original
instance_internetarchive__openlibrary-72321288ea790a3ace9e36f1c05b68c93f7eec43-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4,internetarchive/openlibrary,resolved,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_internetarchive__openlibrary-72321288ea790a3ace9e36f1c05b68c93f7eec43-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4__a1,resolved,False,retain_original
instance_internetarchive__openlibrary-757fcf46c70530739c150c57b37d6375f155dc97-ve8c8d62a2b60610a3c4631f5f23ed866bada9818,internetarchive/openlibrary,unresolved,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_internetarchive__openlibrary-757fcf46c70530739c150c57b37d6375f155dc97-ve8c8d62a2b60610a3c4631f5f23ed866bada9818__a1,unresolved,False,retain_original
instance_internetarchive__openlibrary-798055d1a19b8fa0983153b709f460be97e33064-v13642507b4fc1f8d234172bf8129942da2c2ca26,internetarchive/openlibrary,unresolved,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_internetarchive__openlibrary-798055d1a19b8fa0983153b709f460be97e33064-v13642507b4fc1f8d234172bf8129942da2c2ca26__a1,unresolved,False,retain_original
instance_internetarchive__openlibrary-798a582540019363d14b2090755cc7b89a350788-v430f20c722405e462d9ef44dee7d34c41e76fe7a,internetarchive/openlibrary,resolved,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_internetarchive__openlibrary-798a582540019363d14b2090755cc7b89a350788-v430f20c722405e462d9ef44dee7d34c41e76fe7a__a1,resolved,False,retain_original
instance_internetarchive__openlibrary-f8cc11d9c1575fdba5ac66aee0befca970da8d64-v13642507b4fc1f8d234172bf8129942da2c2ca26,internetarchive/openlibrary,unresolved,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_internetarchive__openlibrary-f8cc11d9c1575fdba5ac66aee0befca970da8d64-v13642507b4fc1f8d234172bf8129942da2c2ca26__a1,unresolved,False,retain_original
instance_internetarchive__openlibrary-fdbc0d8f418333c7e575c40b661b582c301ef7ac-v13642507b4fc1f8d234172bf8129942da2c2ca26,internetarchive/openlibrary,unresolved,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_internetarchive__openlibrary-fdbc0d8f418333c7e575c40b661b582c301ef7ac-v13642507b4fc1f8d234172bf8129942da2c2ca26__a1,unresolved,False,retain_original
instance_protonmail__webclients-09fcf0dbdb87fa4f4a27700800ee4a3caed8b413,protonmail/webclients,resolved,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_protonmail__webclients-09fcf0dbdb87fa4f4a27700800ee4a3caed8b413__a1,resolved,False,retain_original
instance_protonmail__webclients-0d0267c4438cf378bda90bc85eed3a3615871ac4,protonmail/webclients,unresolved,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_protonmail__webclients-0d0267c4438cf378bda90bc85eed3a3615871ac4__a1,unresolved,False,retain_original
instance_protonmail__webclients-0ec14e36ceb01ba45602a563e12352af8171ed39,protonmail/webclients,resolved,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_protonmail__webclients-0ec14e36ceb01ba45602a563e12352af8171ed39__a1,resolved,False,retain_original
instance_protonmail__webclients-1501eb765873b2884b6f1944fd242ecfc9d6b103,protonmail/webclients,resolved,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_protonmail__webclients-1501eb765873b2884b6f1944fd242ecfc9d6b103__a1,resolved,False,retain_original
instance_protonmail__webclients-2c3559cad02d1090985dba7e8eb5a129144d9811,protonmail/webclients,resolved,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_protonmail__webclients-2c3559cad02d1090985dba7e8eb5a129144d9811__a1,resolved,False,retain_original
instance_protonmail__webclients-2dce79ea4451ad88d6bfe94da22e7f2f988efa60,protonmail/webclients,unresolved,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_protonmail__webclients-2dce79ea4451ad88d6bfe94da22e7f2f988efa60__a1,unresolved,False,retain_original
instance_protonmail__webclients-2f2f6c311c6128fe86976950d3c0c2db07b03921,protonmail/webclients,unresolved,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_protonmail__webclients-2f2f6c311c6128fe86976950d3c0c2db07b03921__a1,unresolved,False,retain_original
instance_protonmail__webclients-3a6790f480309130b5d6332dce6c9d5ccca13ee3,protonmail/webclients,resolved,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_protonmail__webclients-3a6790f480309130b5d6332dce6c9d5ccca13ee3__a1,resolved,False,retain_original
instance_protonmail__webclients-3f22e2172cbdfd7b9abb2b1d8fd80c16d38b4bbe,protonmail/webclients,unresolved,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_protonmail__webclients-3f22e2172cbdfd7b9abb2b1d8fd80c16d38b4bbe__a1,unresolved,False,retain_original
instance_protonmail__webclients-428cd033fede5fd6ae9dbc7ab634e010b10e4209,protonmail/webclients,unresolved,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_protonmail__webclients-428cd033fede5fd6ae9dbc7ab634e010b10e4209__a1,unresolved,False,retain_original
instance_protonmail__webclients-4817fe14e1356789c90165c2a53f6a043c2c5f83,protonmail/webclients,unresolved,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_protonmail__webclients-4817fe14e1356789c90165c2a53f6a043c2c5f83__a1,unresolved,False,retain_original
instance_protonmail__webclients-4feccbc9990980aee26ea29035f8f931d6089895,protonmail/webclients,resolved,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_protonmail__webclients-4feccbc9990980aee26ea29035f8f931d6089895__a1,resolved,False,retain_original
instance_protonmail__webclients-51742625834d3bd0d10fe0c7e76b8739a59c6b9f,protonmail/webclients,unresolved,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_protonmail__webclients-51742625834d3bd0d10fe0c7e76b8739a59c6b9f__a1,unresolved,False,retain_original
instance_protonmail__webclients-5f0745dd6993bb1430a951c62a49807c6635cd77,protonmail/webclients,unresolved,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_protonmail__webclients-5f0745dd6993bb1430a951c62a49807c6635cd77__a1,unresolved,False,retain_original
instance_protonmail__webclients-6e1873b06df6529a469599aa1d69d3b18f7d9d37,protonmail/webclients,unresolved,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_protonmail__webclients-6e1873b06df6529a469599aa1d69d3b18f7d9d37__a1,unresolved,False,retain_original
instance_protonmail__webclients-6f8916fbadf1d1f4a26640f53b5cf7f55e8bedb7,protonmail/webclients,resolved,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_protonmail__webclients-6f8916fbadf1d1f4a26640f53b5cf7f55e8bedb7__a1,resolved,False,retain_original
instance_protonmail__webclients-708ed4a299711f0fa79a907cc5847cfd39c0fc71,protonmail/webclients,resolved,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_protonmail__webclients-708ed4a299711f0fa79a907cc5847cfd39c0fc71__a1,resolved,False,retain_original
instance_protonmail__webclients-7e54526774e577c0ebb58ced7ba8bef349a69fec,protonmail/webclients,unresolved,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_protonmail__webclients-7e54526774e577c0ebb58ced7ba8bef349a69fec__a1,unresolved,False,retain_original
instance_protonmail__webclients-8142704f447df6e108d53cab25451c8a94976b92,protonmail/webclients,resolved,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_protonmail__webclients-8142704f447df6e108d53cab25451c8a94976b92__a1,resolved,False,retain_original
instance_protonmail__webclients-815695401137dac2975400fc610149a16db8214b,protonmail/webclients,unresolved,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_protonmail__webclients-815695401137dac2975400fc610149a16db8214b__a1,unresolved,False,retain_original
instance_protonmail__webclients-863d524b5717b9d33ce08a0f0535e3fd8e8d1ed8,protonmail/webclients,unresolved,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_protonmail__webclients-863d524b5717b9d33ce08a0f0535e3fd8e8d1ed8__a1,unresolved,False,retain_original
instance_protonmail__webclients-8afd9ce04c8dde9e150e1c2b50d32e7ee2efa3e7,protonmail/webclients,resolved,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_protonmail__webclients-8afd9ce04c8dde9e150e1c2b50d32e7ee2efa3e7__a1,resolved,False,retain_original
instance_protonmail__webclients-8be4f6cb9380fcd2e67bcb18cef931ae0d4b869c,protonmail/webclients,unresolved,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_protonmail__webclients-8be4f6cb9380fcd2e67bcb18cef931ae0d4b869c__a1,unresolved,False,retain_original
instance_protonmail__webclients-944adbfe06644be0789f59b78395bdd8567d8547,protonmail/webclients,unresolved,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_protonmail__webclients-944adbfe06644be0789f59b78395bdd8567d8547__a1,unresolved,False,retain_original
instance_protonmail__webclients-ae36cb23a1682dcfd69587c1b311ae0227e28f39,protonmail/webclients,unresolved,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_protonmail__webclients-ae36cb23a1682dcfd69587c1b311ae0227e28f39__a1,unresolved,False,retain_original
instance_protonmail__webclients-b530a3db50cb33e5064464addbcbef1465856ce6,protonmail/webclients,resolved,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_protonmail__webclients-b530a3db50cb33e5064464addbcbef1465856ce6__a1,resolved,False,retain_original
instance_protonmail__webclients-c5a2089ca2bfe9aa1d85a664b8ad87ef843a1c9c,protonmail/webclients,unresolved,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_protonmail__webclients-c5a2089ca2bfe9aa1d85a664b8ad87ef843a1c9c__a1,unresolved,False,retain_original
instance_protonmail__webclients-c6f65d205c401350a226bb005f42fac1754b0b5b,protonmail/webclients,unresolved,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_protonmail__webclients-c6f65d205c401350a226bb005f42fac1754b0b5b__a1,unresolved,False,retain_original
instance_ansible__ansible-9759e0ca494de1fd5fc2df2c5d11c57adbe6007c-v1055803c3a812189a1133297f7f5468579283f86,ansible/ansible,empty_patch,mini_pro_retry_20260921_budget_v1,1,mini_pro_retry_20260921_budget_v1/instances/mini_pro_retry_20260921_budget_v1__instance_ansible__ansible-9759e0ca494de1fd5fc2df2c5d11c57adbe6007c-v1055803c3a812189a1133297f7f5468579283f86__a1,unresolved,True,explicit_api_budget_exceeded_latest_completed_retry
instance_ansible__ansible-984216f52e76b904e5b0fa0fb956ab4f1e0a7751-v1055803c3a812189a1133297f7f5468579283f86,ansible/ansible,empty_patch,mini_pro_retry_20260921_budget_v1,1,mini_pro_retry_20260921_budget_v1/instances/mini_pro_retry_20260921_budget_v1__instance_ansible__ansible-984216f52e76b904e5b0fa0fb956ab4f1e0a7751-v1055803c3a812189a1133297f7f5468579283f86__a1,resolved,True,explicit_api_budget_exceeded_latest_completed_retry
instance_ansible__ansible-a02e22e902a69aeb465f16bf03f7f5a91b2cb828-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,ansible/ansible,empty_patch,mini_pro_retry_20260921_budget_v1,1,mini_pro_retry_20260921_budget_v1/instances/mini_pro_retry_20260921_budget_v1__instance_ansible__ansible-a02e22e902a69aeb465f16bf03f7f5a91b2cb828-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5__a1,resolved,True,explicit_api_budget_exceeded_latest_completed_retry
instance_ansible__ansible-a1569ea4ca6af5480cf0b7b3135f5e12add28a44-v0f01c69f1e2528b935359cfe578530722bca2c59,ansible/ansible,empty_patch,mini_pro_retry_20260921_budget_v1,1,mini_pro_retry_20260921_budget_v1/instances/mini_pro_retry_20260921_budget_v1__instance_ansible__ansible-a1569ea4ca6af5480cf0b7b3135f5e12add28a44-v0f01c69f1e2528b935359cfe578530722bca2c59__a1,unresolved,True,explicit_api_budget_exceeded_latest_completed_retry
instance_ansible__ansible-a20a52701402a12f91396549df04ac55809f68e9-v1055803c3a812189a1133297f7f5468579283f86,ansible/ansible,empty_patch,mini_pro_retry_20260921_budget_v1,1,mini_pro_retry_20260921_budget_v1/instances/mini_pro_retry_20260921_budget_v1__instance_ansible__ansible-a20a52701402a12f91396549df04ac55809f68e9-v1055803c3a812189a1133297f7f5468579283f86__a1,resolved,True,explicit_api_budget_exceeded_latest_completed_retry
instance_ansible__ansible-a6e671db25381ed111bbad0ab3e7d97366395d05-v0f01c69f1e2528b935359cfe578530722bca2c59,ansible/ansible,empty_patch,mini_pro_retry_20260921_budget_v1,1,mini_pro_retry_20260921_budget_v1/instances/mini_pro_retry_20260921_budget_v1__instance_ansible__ansible-a6e671db25381ed111bbad0ab3e7d97366395d05-v0f01c69f1e2528b935359cfe578530722bca2c59__a1,resolved,True,explicit_api_budget_exceeded_latest_completed_retry
instance_ansible__ansible-a7d2a4e03209cff1e97e59fd54bb2b05fdbdbec6-v0f01c69f1e2528b935359cfe578530722bca2c59,ansible/ansible,empty_patch,mini_pro_retry_20260921_budget_v1,1,mini_pro_retry_20260921_budget_v1/instances/mini_pro_retry_20260921_budget_v1__instance_ansible__ansible-a7d2a4e03209cff1e97e59fd54bb2b05fdbdbec6-v0f01c69f1e2528b935359cfe578530722bca2c59__a1,resolved,True,explicit_api_budget_exceeded_latest_completed_retry
instance_ansible__ansible-b5e0293645570f3f404ad1dbbe5f006956ada0df-v0f01c69f1e2528b935359cfe578530722bca2c59,ansible/ansible,empty_patch,mini_pro_retry_20260921_budget_v1,1,mini_pro_retry_20260921_budget_v1/instances/mini_pro_retry_20260921_budget_v1__instance_ansible__ansible-b5e0293645570f3f404ad1dbbe5f006956ada0df-v0f01c69f1e2528b935359cfe578530722bca2c59__a1,resolved,True,explicit_api_budget_exceeded_latest_completed_retry
instance_ansible__ansible-b6290e1d156af608bd79118d209a64a051c55001-v390e508d27db7a51eece36bb6d9698b63a5b638a,ansible/ansible,empty_patch,mini_pro_retry_20260921_budget_v1,1,mini_pro_retry_20260921_budget_v1/instances/mini_pro_retry_20260921_budget_v1__instance_ansible__ansible-b6290e1d156af608bd79118d209a64a051c55001-v390e508d27db7a51eece36bb6d9698b63a5b638a__a1,unresolved,True,explicit_api_budget_exceeded_latest_completed_retry
instance_ansible__ansible-b748edea457a4576847a10275678127895d2f02f-v1055803c3a812189a1133297f7f5468579283f86,ansible/ansible,empty_patch,mini_pro_retry_20260921_budget_v1,1,mini_pro_retry_20260921_budget_v1/instances/mini_pro_retry_20260921_budget_v1__instance_ansible__ansible-b748edea457a4576847a10275678127895d2f02f-v1055803c3a812189a1133297f7f5468579283f86__a1,unresolved,True,explicit_api_budget_exceeded_latest_completed_retry
instance_ansible__ansible-b8025ac160146319d2b875be3366b60c852dd35d-v0f01c69f1e2528b935359cfe578530722bca2c59,ansible/ansible,empty_patch,mini_pro_retry_20260921_budget_v1,1,mini_pro_retry_20260921_budget_v1/instances/mini_pro_retry_20260921_budget_v1__instance_ansible__ansible-b8025ac160146319d2b875be3366b60c852dd35d-v0f01c69f1e2528b935359cfe578530722bca2c59__a1,resolved,True,explicit_api_budget_exceeded_latest_completed_retry
