instance_id,repo,batch_id,attempt,selected,interrupted,outcome,phase,phase_started,exit_status,verdict,observed_phase_seconds,mini_version,prompt_tokens,completion_tokens,total_tokens,reasoning_tokens,cached_tokens,model_requests,model_responses,api_errors,inflight_requests,actions,checkpoints,reasoning_responses,usage_missing,reasoning_usage_present,cached_usage_present,length_responses,api_success_seconds,api_error_seconds,error_to_retry_gap_seconds,error_RateLimitError,finish_tool_calls,error_Timeout,finish_stop,error_BadGatewayError,finish_length
instance_ansible__ansible-949c503f2ef4b2c5d668af0492a5c0db1ab86140-v0f01c69f1e2528b935359cfe578530722bca2c59,ansible/ansible,mini_pro_full_20260920_domains_v2,1,True,False,unresolved,implementation,True,Submitted,,853.564186826814,2.4.6,1479217,29432,1508649,16940,1406208,42,41,1,0,59,2,37,0,41,41,0,783.5364417708479,11.900624172296375,4.001661996822804,1,41,,,,
instance_ansible__ansible-949c503f2ef4b2c5d668af0492a5c0db1ab86140-v0f01c69f1e2528b935359cfe578530722bca2c59,ansible/ansible,mini_pro_full_20260920_domains_v2,1,True,False,unresolved,review,True,PhaseTimeout,unverified,118.07241638377309,2.4.6,51330,2329,53659,361,36864,13,7,6,0,9,1,7,0,7,7,0,48.517230675555766,17.3827750897035,36.00422343797982,5,7,1,,,
instance_ansible__ansible-949c503f2ef4b2c5d668af0492a5c0db1ab86140-v0f01c69f1e2528b935359cfe578530722bca2c59,ansible/ansible,mini_pro_full_20260920_domains_v2,1,True,False,unresolved,revision,False,BudgetExhausted,unverified,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
instance_ansible__ansible-949c503f2ef4b2c5d668af0492a5c0db1ab86140-v0f01c69f1e2528b935359cfe578530722bca2c59,ansible/ansible,mini_pro_full_20260920_domains_v2,1,True,False,unresolved,final_review,False,BudgetExhausted,unverified,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
instance_ansible__ansible-e9e6001263f51103e96e58ad382660df0f3d0e39-v30a923fb5c164d6cd18280c02422f75e611e8fb2,ansible/ansible,mini_pro_full_20260920_domains_v2,1,True,False,resolved,analysis,True,Submitted,,199.77733989758417,2.4.6,337922,11708,349630,4536,301568,29,22,7,0,31,2,18,0,22,22,0,130.1635015872307,6.564982836600393,32.00476423418149,7,22,,,,
instance_ansible__ansible-e9e6001263f51103e96e58ad382660df0f3d0e39-v30a923fb5c164d6cd18280c02422f75e611e8fb2,ansible/ansible,mini_pro_full_20260920_domains_v2,1,True,False,resolved,implementation,True,Submitted,,315.6579336002469,2.4.6,935006,16861,951867,8722,872704,38,30,8,0,37,4,28,0,30,30,0,231.94907313305885,8.403227302245796,36.00574295921251,8,30,,,,
instance_ansible__ansible-e9e6001263f51103e96e58ad382660df0f3d0e39-v30a923fb5c164d6cd18280c02422f75e611e8fb2,ansible/ansible,mini_pro_full_20260920_domains_v2,1,True,False,resolved,review,True,Submitted,unverified,230.39994924422354,2.4.6,414794,13971,428765,6117,378624,26,22,4,0,28,2,22,0,22,22,0,164.96547858137637,4.644746781792492,20.002887586131692,4,22,,,,
instance_ansible__ansible-e9e6001263f51103e96e58ad382660df0f3d0e39-v30a923fb5c164d6cd18280c02422f75e611e8fb2,ansible/ansible,mini_pro_full_20260920_domains_v2,1,True,False,resolved,revision,True,Submitted,,192.54523562267423,2.4.6,515020,14686,529706,5509,465408,20,16,4,0,21,2,16,0,16,16,0,144.6947658956051,6.2216612896882,20.00297158351168,4,15,,1,,
instance_ansible__ansible-e9e6001263f51103e96e58ad382660df0f3d0e39-v30a923fb5c164d6cd18280c02422f75e611e8fb2,ansible/ansible,mini_pro_full_20260920_domains_v2,1,True,False,resolved,final_review,True,Submitted,unverified,191.5480945748277,2.4.6,440319,14963,455282,6677,394496,18,15,3,0,17,5,15,0,15,15,0,149.30918939365074,6.721311590634286,12.002035963349044,3,15,,,,
instance_ansible__ansible-ecea15c508f0e081525be036cf76bbb56dbcdd9d-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,ansible/ansible,mini_pro_full_20260920_domains_v2,1,True,False,unresolved,analysis,True,Submitted,,229.38580822898075,2.4.6,477964,10432,488396,5170,433920,31,24,7,0,38,2,24,0,24,24,0,152.70610954565927,10.621892963070422,32.005054590292275,7,24,,,,
instance_ansible__ansible-ecea15c508f0e081525be036cf76bbb56dbcdd9d-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,ansible/ansible,mini_pro_full_20260920_domains_v2,1,True,False,unresolved,implementation,True,Submitted,,517.167717709206,2.4.6,1714994,51324,1766318,37634,1608192,38,32,6,0,49,3,31,0,32,32,0,436.23431806080043,10.751744205597788,24.004180252552032,6,32,,,,
instance_ansible__ansible-ecea15c508f0e081525be036cf76bbb56dbcdd9d-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,ansible/ansible,mini_pro_full_20260920_domains_v2,1,True,False,unresolved,review,True,LimitsExceeded,unverified,368.0437147896737,2.4.6,1097155,25670,1122825,17007,1025280,40,35,5,0,44,2,35,0,35,35,0,307.41093980148435,5.770560377277434,20.00339456414804,5,35,,,,
instance_ansible__ansible-ecea15c508f0e081525be036cf76bbb56dbcdd9d-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,ansible/ansible,mini_pro_full_20260920_domains_v2,1,True,False,unresolved,revision,True,Submitted,,45.043881874065846,2.4.6,84137,2934,87071,358,59136,4,4,0,0,5,2,4,0,4,4,0,36.27335392590612,0,0,,4,,,,
instance_ansible__ansible-ecea15c508f0e081525be036cf76bbb56dbcdd9d-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,ansible/ansible,mini_pro_full_20260920_domains_v2,1,True,False,unresolved,final_review,True,PhaseTimeout,unverified,15.398427450098097,2.4.6,21135,212,21347,107,0,2,1,1,0,1,0,1,0,1,1,0,5.267167817801237,0.7348465109243989,0,,1,1,,,
instance_ansible__ansible-ed6581e4db2f1bec5a772213c3e186081adc162d-v0f01c69f1e2528b935359cfe578530722bca2c59,ansible/ansible,mini_pro_full_20260920_domains_v2,1,True,False,resolved,analysis,True,Submitted,,225.40858701290563,2.4.6,345159,13826,358985,7405,308736,23,23,0,0,32,2,23,0,23,23,0,196.6574064041488,0,0,,23,,,,
instance_ansible__ansible-ed6581e4db2f1bec5a772213c3e186081adc162d-v0f01c69f1e2528b935359cfe578530722bca2c59,ansible/ansible,mini_pro_full_20260920_domains_v2,1,True,False,resolved,implementation,True,Submitted,,135.5916863339953,2.4.6,218496,8645,227141,2246,194304,17,17,0,0,23,2,14,0,17,17,0,113.4455843907781,0,0,,17,,,,
instance_ansible__ansible-ed6581e4db2f1bec5a772213c3e186081adc162d-v0f01c69f1e2528b935359cfe578530722bca2c59,ansible/ansible,mini_pro_full_20260920_domains_v2,1,True,False,resolved,review,True,Submitted,unverified,322.56630504271016,2.4.6,628270,23638,651908,11728,573952,28,28,0,0,33,5,28,0,28,28,0,293.82580926502123,0,0,,27,,1,,
instance_ansible__ansible-ed6581e4db2f1bec5a772213c3e186081adc162d-v0f01c69f1e2528b935359cfe578530722bca2c59,ansible/ansible,mini_pro_full_20260920_domains_v2,1,True,False,resolved,revision,True,Submitted,,159.19841601513326,2.4.6,330542,9519,340061,3080,299008,17,17,0,0,19,2,17,0,17,17,0,138.394399701152,0,0,,17,,,,
instance_ansible__ansible-ed6581e4db2f1bec5a772213c3e186081adc162d-v0f01c69f1e2528b935359cfe578530722bca2c59,ansible/ansible,mini_pro_full_20260920_domains_v2,1,True,False,resolved,final_review,True,Submitted,unverified,207.5260171419941,2.4.6,531709,13051,544760,5578,449792,20,20,0,0,26,2,20,0,20,20,0,180.6741759572178,0,0,,20,,,,
instance_ansible__ansible-f86c58e2d235d8b96029d102c71ee2dfafd57997-v0f01c69f1e2528b935359cfe578530722bca2c59,ansible/ansible,mini_pro_full_20260920_domains_v2,1,True,False,unresolved,analysis,True,Submitted,,228.6430985336192,2.4.6,229236,17102,246338,12281,196096,17,17,0,0,29,2,15,0,17,17,0,199.80682719359174,0,0,,17,,,,
instance_ansible__ansible-f86c58e2d235d8b96029d102c71ee2dfafd57997-v0f01c69f1e2528b935359cfe578530722bca2c59,ansible/ansible,mini_pro_full_20260920_domains_v2,1,True,False,unresolved,implementation,True,Submitted,,390.52352443384007,2.4.6,763390,31600,794990,21938,706560,25,25,0,0,37,2,24,0,25,25,0,350.0986529830843,0,0,,25,,,,
instance_ansible__ansible-f86c58e2d235d8b96029d102c71ee2dfafd57997-v0f01c69f1e2528b935359cfe578530722bca2c59,ansible/ansible,mini_pro_full_20260920_domains_v2,1,True,False,unresolved,review,True,Submitted,unverified,313.9201195128262,2.4.6,476405,26174,502579,15995,428544,20,20,0,0,27,4,20,0,20,20,0,288.8009538920596,0,0,,20,,,,
instance_ansible__ansible-f86c58e2d235d8b96029d102c71ee2dfafd57997-v0f01c69f1e2528b935359cfe578530722bca2c59,ansible/ansible,mini_pro_full_20260920_domains_v2,1,True,False,unresolved,revision,True,Submitted,,198.909488262143,2.4.6,230184,17309,247493,12561,190976,9,9,0,0,16,2,8,0,9,9,0,182.38411615416408,0,0,,9,,,,
instance_ansible__ansible-f86c58e2d235d8b96029d102c71ee2dfafd57997-v0f01c69f1e2528b935359cfe578530722bca2c59,ansible/ansible,mini_pro_full_20260920_domains_v2,1,True,False,unresolved,final_review,True,PhaseTimeout,unverified,43.97080543311313,2.4.6,42031,1741,43772,218,26112,4,3,1,0,5,1,3,0,3,3,0,24.83589080814272,6.611290480941534,0,,3,1,,,
instance_ansible__ansible-f8ef34672b961a95ec7282643679492862c688ec-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,ansible/ansible,mini_pro_full_20260920_domains_v2,1,True,False,resolved,analysis,True,Submitted,,335.01242316514254,2.4.6,409524,7335,416859,2960,357376,29,15,14,0,31,2,15,0,15,15,0,146.30183999659494,53.75020407186821,108.00930493418127,14,15,,,,
instance_ansible__ansible-f8ef34672b961a95ec7282643679492862c688ec-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,ansible/ansible,mini_pro_full_20260920_domains_v2,1,True,False,resolved,implementation,True,Submitted,,671.1388807371259,2.4.6,1201318,29469,1230787,21823,1128192,50,35,15,0,52,2,31,0,35,35,0,478.16711104149,73.91283492511138,68.00998361874372,15,35,,,,
instance_ansible__ansible-f8ef34672b961a95ec7282643679492862c688ec-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,ansible/ansible,mini_pro_full_20260920_domains_v2,1,True,False,resolved,review,True,PhaseTimeout,unverified,178.49376326380298,2.4.6,25769,2232,28001,953,14336,12,5,7,0,6,1,5,0,5,5,0,58.81315221032128,37.90936322649941,68.0039182305336,6,5,1,,,
instance_ansible__ansible-f8ef34672b961a95ec7282643679492862c688ec-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,ansible/ansible,mini_pro_full_20260920_domains_v2,1,True,False,resolved,revision,False,BudgetExhausted,unverified,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
instance_ansible__ansible-f8ef34672b961a95ec7282643679492862c688ec-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,ansible/ansible,mini_pro_full_20260920_domains_v2,1,True,False,resolved,final_review,False,BudgetExhausted,unverified,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
instance_flipt-io__flipt-0fd09def402258834b9d6c0eaa6d3b4ab93b4446,flipt-io/flipt,mini_pro_full_20260920_domains_v2,1,True,False,unresolved,analysis,True,Submitted,,320.12654466414824,2.4.6,74483,4155,78638,684,45568,23,9,14,0,21,3,9,0,9,9,0,110.15350631950423,36.99206631490961,160.00820606481284,14,9,,,,
instance_flipt-io__flipt-0fd09def402258834b9d6c0eaa6d3b4ab93b4446,flipt-io/flipt,mini_pro_full_20260920_domains_v2,1,True,False,unresolved,implementation,True,PhaseTimeout,,876.2026158710942,2.4.6,1095992,21246,1117238,9821,981248,68,33,35,0,51,2,32,0,33,33,0,422.68517356272787,178.5879531991668,168.02812994550914,34,33,1,,,
instance_flipt-io__flipt-0fd09def402258834b9d6c0eaa6d3b4ab93b4446,flipt-io/flipt,mini_pro_full_20260920_domains_v2,1,True,False,unresolved,review,False,BudgetExhausted,unverified,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
instance_flipt-io__flipt-0fd09def402258834b9d6c0eaa6d3b4ab93b4446,flipt-io/flipt,mini_pro_full_20260920_domains_v2,1,True,False,unresolved,revision,False,BudgetExhausted,unverified,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
instance_flipt-io__flipt-0fd09def402258834b9d6c0eaa6d3b4ab93b4446,flipt-io/flipt,mini_pro_full_20260920_domains_v2,1,True,False,unresolved,final_review,False,BudgetExhausted,unverified,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
instance_flipt-io__flipt-1737085488ecdcd3299c8e61af45a8976d457b7e,flipt-io/flipt,mini_pro_full_20260920_domains_v2,1,True,False,unresolved,analysis,True,Submitted,,714.6901967450976,2.4.6,554289,11843,566132,2236,476928,73,27,46,0,36,0,23,0,27,27,0,216.7698644325137,170.51734345732257,280.0305187795311,46,27,,,,
instance_flipt-io__flipt-1737085488ecdcd3299c8e61af45a8976d457b7e,flipt-io/flipt,mini_pro_full_20260920_domains_v2,1,True,False,unresolved,implementation,True,PhaseTimeout,,481.78133266977966,2.4.6,546055,9500,555555,5408,466944,38,26,12,0,44,1,19,0,26,26,0,199.9814968095161,40.84306715475395,48.00794504256919,12,26,,,,
instance_flipt-io__flipt-1737085488ecdcd3299c8e61af45a8976d457b7e,flipt-io/flipt,mini_pro_full_20260920_domains_v2,1,True,False,unresolved,review,False,BudgetExhausted,unverified,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
instance_flipt-io__flipt-1737085488ecdcd3299c8e61af45a8976d457b7e,flipt-io/flipt,mini_pro_full_20260920_domains_v2,1,True,False,unresolved,revision,False,BudgetExhausted,unverified,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
instance_flipt-io__flipt-1737085488ecdcd3299c8e61af45a8976d457b7e,flipt-io/flipt,mini_pro_full_20260920_domains_v2,1,True,False,unresolved,final_review,False,BudgetExhausted,unverified,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
instance_flipt-io__flipt-1dceb5edf3fa8f39495b939ef9cc0c3dd38fa17d,flipt-io/flipt,mini_pro_full_20260920_domains_v2,1,True,False,resolved,analysis,True,ReadOnlyViolation,,268.108852121979,2.4.6,166195,5625,171820,1745,122880,20,14,6,0,23,2,14,0,14,14,0,121.74511583754793,23.662913614418358,24.00381359923631,6,14,,,,
instance_flipt-io__flipt-1dceb5edf3fa8f39495b939ef9cc0c3dd38fa17d,flipt-io/flipt,mini_pro_full_20260920_domains_v2,1,True,False,resolved,implementation,True,Submitted,,337.3845617179759,2.4.6,344010,8771,352781,1882,282112,22,19,3,0,26,2,19,0,19,19,0,205.67149573052302,10.895121371373534,12.001920885872096,3,19,,,,
instance_flipt-io__flipt-1dceb5edf3fa8f39495b939ef9cc0c3dd38fa17d,flipt-io/flipt,mini_pro_full_20260920_domains_v2,1,True,False,resolved,review,True,Submitted,approve,288.9626529570669,2.4.6,326795,13910,340705,4239,257536,20,20,0,0,27,3,20,0,20,20,0,188.19575520372018,0,0,,20,,,,
instance_flipt-io__flipt-1dceb5edf3fa8f39495b939ef9cc0c3dd38fa17d,flipt-io/flipt,mini_pro_full_20260920_domains_v2,1,True,False,resolved,revision,False,SkippedApproved,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
instance_flipt-io__flipt-1dceb5edf3fa8f39495b939ef9cc0c3dd38fa17d,flipt-io/flipt,mini_pro_full_20260920_domains_v2,1,True,False,resolved,final_review,False,SkippedApproved,approve,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
instance_flipt-io__flipt-21a935ad7886cc50c46852be21b37f363a926af0,flipt-io/flipt,mini_pro_full_20260920_domains_v2,1,True,False,resolved,analysis,True,Submitted,,197.55415704008192,2.4.6,254237,5481,259718,2039,208384,21,16,5,0,33,2,16,0,16,16,0,127.05377320107073,11.391635037958622,24.00323225930333,5,16,,,,
instance_flipt-io__flipt-21a935ad7886cc50c46852be21b37f363a926af0,flipt-io/flipt,mini_pro_full_20260920_domains_v2,1,True,False,resolved,implementation,True,Submitted,,341.40031913574785,2.4.6,227583,9499,237082,4649,179200,29,17,12,0,29,2,16,0,17,17,0,153.9680212936364,23.642568788025528,56.007866616826504,12,17,,,,
instance_flipt-io__flipt-21a935ad7886cc50c46852be21b37f363a926af0,flipt-io/flipt,mini_pro_full_20260920_domains_v2,1,True,False,resolved,review,True,Submitted,request_changes,255.82604120019823,2.4.6,201156,9701,210857,5907,148480,21,15,6,0,19,2,15,0,15,15,0,173.07346785673872,12.99473630124703,40.003953650128096,6,15,,,,
instance_flipt-io__flipt-21a935ad7886cc50c46852be21b37f363a926af0,flipt-io/flipt,mini_pro_full_20260920_domains_v2,1,True,False,resolved,revision,True,Submitted,,129.2482378887944,2.4.6,207854,5850,213704,942,164608,17,14,3,0,19,3,13,0,14,14,0,98.38865109346807,4.810318168718368,12.001829829066992,3,14,,,,
instance_flipt-io__flipt-21a935ad7886cc50c46852be21b37f363a926af0,flipt-io/flipt,mini_pro_full_20260920_domains_v2,1,True,False,resolved,final_review,True,Submitted,request_changes,122.13449284527451,2.4.6,152075,4848,156923,1894,111616,13,10,3,0,14,2,10,0,10,10,0,76.16323384316638,5.658895090222359,12.0018398957327,3,10,,,,
instance_flipt-io__flipt-292fdaca9be39e6a921aaa8874c011d0fdd3e874,flipt-io/flipt,mini_pro_full_20260920_domains_v2,1,True,False,unresolved,analysis,True,Submitted,,244.84190858900547,2.4.6,205796,5509,211305,1329,161280,25,16,9,0,28,3,16,0,16,16,0,117.8570691565983,30.469762971624732,56.005797025281936,9,16,,,,
instance_flipt-io__flipt-292fdaca9be39e6a921aaa8874c011d0fdd3e874,flipt-io/flipt,mini_pro_full_20260920_domains_v2,1,True,False,unresolved,implementation,True,Submitted,,480.012455213815,2.4.6,600751,15030,615781,5354,530432,36,27,9,0,44,3,27,0,27,27,0,291.3803166318685,34.286394621711224,40.00579498894513,9,27,,,,
instance_flipt-io__flipt-292fdaca9be39e6a921aaa8874c011d0fdd3e874,flipt-io/flipt,mini_pro_full_20260920_domains_v2,1,True,False,unresolved,review,True,Submitted,request_changes,244.52218068018556,2.4.6,316834,7809,324643,3057,256256,27,19,8,0,33,2,19,0,19,19,0,154.47400217456743,11.112517544068396,32.00552165135741,8,19,,,,
instance_flipt-io__flipt-292fdaca9be39e6a921aaa8874c011d0fdd3e874,flipt-io/flipt,mini_pro_full_20260920_domains_v2,1,True,False,unresolved,revision,True,Submitted,,119.95820456324145,2.4.6,169199,5033,174232,604,127232,12,10,2,0,15,2,10,0,10,10,0,92.4352685585618,3.9197119935415685,8.00126899080351,2,10,,,,
instance_flipt-io__flipt-292fdaca9be39e6a921aaa8874c011d0fdd3e874,flipt-io/flipt,mini_pro_full_20260920_domains_v2,1,True,False,unresolved,final_review,True,PhaseTimeout,unverified,100.10446287086233,2.4.6,88830,2584,91414,1728,50944,8,5,3,0,12,1,5,0,5,5,0,40.36808883398771,16.42699010670185,8.001199938356876,2,5,1,,,
instance_flipt-io__flipt-2ce8a0331e8a8f63f2c1b555db8277ffe5aa2e63,flipt-io/flipt,mini_pro_full_20260920_domains_v2,1,True,False,unresolved,analysis,True,ReadOnlyViolation,,291.4119680598378,2.4.6,386795,7595,394390,1649,331776,29,24,5,0,38,4,24,0,24,24,0,171.92561708390713,8.85238168016076,24.00419569062069,5,24,,,,
instance_flipt-io__flipt-2ce8a0331e8a8f63f2c1b555db8277ffe5aa2e63,flipt-io/flipt,mini_pro_full_20260920_domains_v2,1,True,False,unresolved,implementation,True,Submitted,,391.7015487519093,2.4.6,420581,8577,429158,2649,355584,22,21,1,0,34,2,21,0,21,21,0,217.1433791508898,6.350040912628174,4.000715614296496,1,21,,,,
instance_flipt-io__flipt-2ce8a0331e8a8f63f2c1b555db8277ffe5aa2e63,flipt-io/flipt,mini_pro_full_20260920_domains_v2,1,True,False,unresolved,review,True,Submitted,unverified,364.73190296720713,2.4.6,358154,18052,376206,9271,277504,20,17,3,0,24,4,17,0,17,17,0,280.91430762270465,14.223529160954058,12.001892496831715,3,17,,,,
instance_flipt-io__flipt-2ce8a0331e8a8f63f2c1b555db8277ffe5aa2e63,flipt-io/flipt,mini_pro_full_20260920_domains_v2,1,True,False,unresolved,revision,True,Submitted,,107.02611458674073,2.4.6,178152,5981,184133,2448,136960,11,11,0,0,16,2,11,0,11,11,0,90.87497780192643,0,0,,11,,,,
instance_flipt-io__flipt-2ce8a0331e8a8f63f2c1b555db8277ffe5aa2e63,flipt-io/flipt,mini_pro_full_20260920_domains_v2,1,True,False,unresolved,final_review,True,PhaseTimeout,unverified,29.744975790847093,2.4.6,28000,649,28649,149,13056,3,2,1,0,3,1,2,0,2,2,0,12.308977417182177,7.694850272033364,0,,2,1,,,
instance_flipt-io__flipt-381b90f718435c4694380b5fcd0d5cf8e3b5a25a,flipt-io/flipt,mini_pro_full_20260920_domains_v2,1,True,False,unresolved,analysis,True,Submitted,,322.5528452559374,2.4.6,211379,5971,217350,2467,166400,21,17,4,0,37,2,16,0,17,17,0,152.80603669723496,22.126415057573467,16.002988938242197,4,17,,,,
instance_flipt-io__flipt-381b90f718435c4694380b5fcd0d5cf8e3b5a25a,flipt-io/flipt,mini_pro_full_20260920_domains_v2,1,True,False,unresolved,implementation,True,Submitted,,807.0179267381318,2.4.6,1316334,16083,1332417,6124,1202432,51,41,10,0,54,2,33,0,41,41,0,503.1415010979399,61.875011906493455,40.00621637981385,10,41,,,,
instance_flipt-io__flipt-381b90f718435c4694380b5fcd0d5cf8e3b5a25a,flipt-io/flipt,mini_pro_full_20260920_domains_v2,1,True,False,unresolved,review,True,PhaseTimeout,unverified,62.89020250597969,2.4.6,23459,1413,24872,399,12544,4,4,0,0,5,1,4,0,4,4,0,33.80704677850008,0,0,,4,,,,
instance_flipt-io__flipt-381b90f718435c4694380b5fcd0d5cf8e3b5a25a,flipt-io/flipt,mini_pro_full_20260920_domains_v2,1,True,False,unresolved,revision,False,BudgetExhausted,unverified,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
instance_flipt-io__flipt-381b90f718435c4694380b5fcd0d5cf8e3b5a25a,flipt-io/flipt,mini_pro_full_20260920_domains_v2,1,True,False,unresolved,final_review,False,BudgetExhausted,unverified,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
instance_flipt-io__flipt-3b2c25ee8a3ac247c3fad13ad8d64ace34ec8ee7,flipt-io/flipt,mini_pro_full_20260920_domains_v2,1,True,False,resolved,analysis,True,Submitted,,403.82708917418495,2.4.6,194069,5696,199765,1825,145664,15,15,0,0,31,2,14,0,15,15,0,226.27554648648947,0,0,,15,,,,
instance_flipt-io__flipt-3b2c25ee8a3ac247c3fad13ad8d64ace34ec8ee7,flipt-io/flipt,mini_pro_full_20260920_domains_v2,1,True,False,resolved,implementation,True,PhaseTimeout,,792.6099855164066,2.4.6,726239,15628,741867,6108,636672,32,31,1,0,44,1,29,0,31,31,0,521.6554227513261,12.289220492821187,0,,31,1,,,
instance_flipt-io__flipt-3b2c25ee8a3ac247c3fad13ad8d64ace34ec8ee7,flipt-io/flipt,mini_pro_full_20260920_domains_v2,1,True,False,resolved,review,False,BudgetExhausted,unverified,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
instance_flipt-io__flipt-3b2c25ee8a3ac247c3fad13ad8d64ace34ec8ee7,flipt-io/flipt,mini_pro_full_20260920_domains_v2,1,True,False,resolved,revision,False,BudgetExhausted,unverified,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
instance_flipt-io__flipt-3b2c25ee8a3ac247c3fad13ad8d64ace34ec8ee7,flipt-io/flipt,mini_pro_full_20260920_domains_v2,1,True,False,resolved,final_review,False,BudgetExhausted,unverified,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
instance_flipt-io__flipt-3d5a345f94c2adc8a0eaa102c189c08ad4c0f8e8,flipt-io/flipt,mini_pro_full_20260920_domains_v2,1,True,False,unresolved,analysis,True,Submitted,,290.06995729682967,2.4.6,199013,7822,206835,4578,167424,17,17,0,0,32,2,15,0,17,17,0,209.1940458919853,0,0,,17,,,,
instance_flipt-io__flipt-3d5a345f94c2adc8a0eaa102c189c08ad4c0f8e8,flipt-io/flipt,mini_pro_full_20260920_domains_v2,1,True,False,unresolved,implementation,True,Submitted,,841.1452970998362,2.4.6,740462,19642,760104,8887,689408,33,29,4,0,46,2,27,0,29,29,0,489.82207737723365,39.48779724910855,16.002802902366966,4,29,,,,
instance_flipt-io__flipt-3d5a345f94c2adc8a0eaa102c189c08ad4c0f8e8,flipt-io/flipt,mini_pro_full_20260920_domains_v2,1,True,False,unresolved,review,True,PhaseTimeout,unverified,60.864589239005,2.4.6,2239,153,2392,18,0,6,1,5,0,2,0,1,0,1,1,0,11.246083922218531,24.195814216975123,16.003322924952954,4,1,1,,,
instance_flipt-io__flipt-3d5a345f94c2adc8a0eaa102c189c08ad4c0f8e8,flipt-io/flipt,mini_pro_full_20260920_domains_v2,1,True,False,unresolved,revision,False,BudgetExhausted,unverified,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
instance_flipt-io__flipt-3d5a345f94c2adc8a0eaa102c189c08ad4c0f8e8,flipt-io/flipt,mini_pro_full_20260920_domains_v2,1,True,False,unresolved,final_review,False,BudgetExhausted,unverified,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
instance_flipt-io__flipt-3ef34d1fff012140ba86ab3cafec8f9934b492be,flipt-io/flipt,mini_pro_full_20260920_domains_v2,1,True,False,resolved,analysis,True,ReadOnlyViolation,,375.5531809697859,2.4.6,128447,5828,134275,2543,103936,16,12,4,0,21,2,12,0,12,12,0,257.2517413669266,32.77762926276773,16.002677945885807,4,12,,,,
instance_flipt-io__flipt-3ef34d1fff012140ba86ab3cafec8f9934b492be,flipt-io/flipt,mini_pro_full_20260920_domains_v2,1,True,False,resolved,implementation,True,Submitted,,740.8425874533132,2.4.6,703851,16621,720472,8961,652544,33,28,5,0,38,2,25,0,28,28,0,485.5166034135036,64.12125196680427,20.00323596317321,4,28,,,1,
instance_flipt-io__flipt-3ef34d1fff012140ba86ab3cafec8f9934b492be,flipt-io/flipt,mini_pro_full_20260920_domains_v2,1,True,False,resolved,review,True,ReadOnlyViolation,unverified,75.74921554885805,2.4.6,11719,918,12637,92,4864,3,3,0,0,4,1,3,0,3,3,0,33.63581586629152,0,0,,3,,,,
instance_flipt-io__flipt-3ef34d1fff012140ba86ab3cafec8f9934b492be,flipt-io/flipt,mini_pro_full_20260920_domains_v2,1,True,False,resolved,revision,False,BudgetExhausted,unverified,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
instance_flipt-io__flipt-3ef34d1fff012140ba86ab3cafec8f9934b492be,flipt-io/flipt,mini_pro_full_20260920_domains_v2,1,True,False,resolved,final_review,False,BudgetExhausted,unverified,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
